drg_comb,drg_text_comb,drg_text_short_comb,mdc,nat_ver
285N,"Amputation of lower limb for endocrine, nutritional, & metabolic diseases, w/o CC","Amputation of lower limb for endocrine, nutritional, & metabolic diseases, w/o CC",10.0,swe
285O,"Amputation of lower limb for endocrine, nutritional & metabolic diseases, short therapy","Amputation of lower limb for endocrine, nutritional & metabolic diseases, short therapy",10.0,est/swe/lat/ice/fin/nor
285X,"Amputat of lower limb for endocrine, nutrit, & metabol disorders","Amputat of lower limb for endocrine, nutrit, & metabol disor",10.0,est/lat/ice/fin/nor
286O,"Adrenal & pituitary procedures, short therapy","Adrenal & pituitary procedures, short therapy",10.0,swe
286X,Adrenal & pituitary gland procedures,Adrenal & pituitary gland procedures,10.0,est/swe/lat/ice/fin/nor
287O,"Other procedures of endocrine organ, short therapy","Other procedures of endocrine organ, short therapy",10.0,fin/est/nor/ice/lat
288A,Gastroinstestinal procedure for obesity,Gastroinstestinal procedure for obesity,10.0,est/lat/ice/fin/nor
288B,Other procedures for obesity,Other procedures for obesity,10.0,est/swe/lat/ice/fin/nor
288C,"Gastrointestinal procedures for obesity, w CC","Gastrointestinal procedures for obesity, w CC",10.0,swe
288M,"Gastrointestinal procedures for obesity, w MCC","Gastrointestinal procedures for obesity, w MCC",10.0,swe
288N,"Gastrointestinal procedures for obesity, w/o CC","Gastrointestinal procedures for obesity, w/o CC",10.0,swe
288O,"Gastrointestinal procedures for obesity, short therapy","Gastrointestinal procedures for obesity, short therapy",10.0,est/swe/lat/ice/fin/nor
288P,"Other procedures for obesity, short therapy","Other procedures for obesity, short therapy",10.0,est/swe/lat/ice/fin/nor
289C,"Parathyroid procedures, w CC","Parathyroid procedures, w CC",10.0,swe
289N,"Parathyroid procedures, w/o CC","Parathyroid procedures, w/o CC",10.0,swe
289O,"Parathyroid procedures, short therapy","Parathyroid procedures, short therapy",10.0,swe
289X,Parathyroid procedures,Parathyroid procedures,10.0,est/lat/ice/fin/nor
290C,"Thyroid procedures, w CC","Thyroid procedures, w CC",10.0,swe
290N,"Thyroid procedures, w/o CC","Thyroid procedures, w/o CC",10.0,swe
290O,"Thyroid procedures, short therapy","Thyroid procedures, short therapy",10.0,est/swe/lat/ice/fin/nor
290X,Thyroid procedures,Thyroid procedures,10.0,est/lat/ice/fin/nor
291,Diabetes age 0-17,Diabetes age 0-17,10.0,est/ice/fin/lat/nor/swe
291C,"Diabetes, age  > 17, w CC","Diabetes, age  > 17, w CC",10.0,est/ice/fin/lat/nor/swe
291M,"Diabetes, age > 17, w MCC","Diabetes, age > 17, w MCC",10.0,est/fin/lat/swe
291N,"Diabetes, age  > 17, w/o CC","Diabetes, age  > 17, w/o CC",10.0,est/ice/fin/lat/nor/swe
291P,"Doctor visits for diabetes, age > 17, short therapy","Doctor visits for diabetes, age > 17, short therapy",10.0,swe
291Q,"Doctor visits for diabetes, age 0-17, short therapy","Doctor visits for diabetes, age 0-17, short therapy",10.0,swe
292X,"Other endocrine, nutritional or metabolic disease OR procedures, w CC","Other endocrine, nutritional or metabolic disease OR procedures, w CC",10.0,est/swe/lat/ice/fin/nor
293O,"Other endocrine, nutritional & metabolic disease OR procedures, short therapy","Other endocrine, nutritional & metabolic disease OR procedures, short therapy",10.0,est/swe/lat/ice/fin/nor
293X,"Other endocrine, nutritional & metabolic disease OR procedures, w/o CC","Other endocrine, nutritional & metabolic disease OR procedures, w/o CC",10.0,est/swe/lat/ice/fin/nor
295O,"Diabetes, short therapy","Diabetes, short therapy",10.0,fin/nor/ice
296C,"Nutritional & misc metabolic disorders, age > 17, w cc","Nutritional & misc metabolic disorders, age > 17, w cc",10.0,est/fin
296M,"Nutritional & misc metabolic disorders, age > 17, w mcc","Nutritional & misc metabolic disorders, age > 17, w mcc",10.0,est/fin
296X,"Nutritional & misc metabolic disorders, age > 17 w cc","Nutritional & misc metabolic disorders, age > 17 w cc",10.0,lat/ice/nor
297C,"Nutritional & miscellaneous metabolic diseases, w CC","Nutritional & miscellaneous metabolic diseases, w CC",10.0,swe
297M,"Nutritional & miscellaneous metabolic diseases, w MCC","Nutritional & miscellaneous metabolic diseases, w MCC",10.0,swe
297N,"Nutritional & miscellaneous metabolic diseases, w/o CC","Nutritional & miscellaneous metabolic diseases, w/o CC",10.0,swe
297O,Doctor visits for nutritional & miscellaneous metabolic disorders,Doctor visits for nutritional & miscellaneous metabolic disorders,10.0,swe
297X,"Nutritional & misc metabolic disorders, age > 17 w/o cc","Nutritional & misc metabolic disorders, age > 17 w/o cc",10.0,est/lat/ice/fin/nor
298X,"Nutritional & misc metabolic disorders, age 0-17","Nutritional & misc metabolic disorders, age 0-17",10.0,est/lat/ice/fin/nor
299O,Doctor visits for inborn errors of metabolism,Doctor visits for inborn errors of metabolism,10.0,swe
299X,Inborn errors of metabolism,Inborn errors of metabolism,10.0,est/swe/lat/ice/nor/fin
300C,"Endocrine disorders, w CC","Endocrine disorders, w CC",10.0,swe
300M,"Endocrine disorders, w MCC","Endocrine disorders, w MCC",10.0,swe
300X,Endocrine disorders w cc,Endocrine disorders w cc,10.0,est/lat/ice/fin/nor
301A,"Endocrine malignancy w/o cc, isotope or other radiontherapy","Endocrine malignancy w/o cc, isotope or other radiontherapy",10.0,fin
301B,"Endocrine malignancy w/o cc, demanding isotope therapy","Endocrine malignancy w/o cc, demanding isotope therapy",10.0,fin
301C,"Endocrine malignancy w/o cc, cytostatic therapy","Endocrine malignancy w/o cc, cytostatic therapy",10.0,fin
301F,Endocrine disorders w/o cc,Endocrine disorders w/o cc,10.0,fin
301O,"Thyroid dysfunction, short therapy","Thyroid dysfunction, short therapy",10.0,nor
301P,"Obesity, short therapy","Obesity, short therapy",10.0,nor
301X,"Endocrine disorders, w/o CC","Endocrine disorders, w/o CC",10.0,est/swe/lat/ice/nor
302C,"Kidney transplantation, w CC","Kidney transplantation, w CC",11.0,swe
302N,"Kidney transplantation, w/o CC","Kidney transplantation, w/o CC",11.0,swe
302X,Kidney transplant,Kidney transplant,11.0,est/lat/ice/fin/nor
303C,"Kidney, ureter & major bladder procedures for neoplasms, w CC","Kidney, ureter & major bladder procedures for neoplasms, w CC",11.0,swe
303M,"Kidney, ureter & major bladder procedures for neoplasms, w MCC","Kidney, ureter & major bladder procedures for neoplasms, w MCC",11.0,swe
303N,"Kidney, ureter & major bladder procedures for neoplasms, w/o CC","Kidney, ureter & major bladder procedures for neoplasms, w/o CC",11.0,swe
303X,"Kidney, ureter & major bladder procedures for neoplasm","Kidney, ureter & major bladder procedures for neoplasm",11.0,est/lat/ice/fin/nor
304X,"Kidney, ureter & major bladder procedures for non-neoplasms, w CC","Kidney, ureter & major bladder procedures for non-neoplasms, w CC",11.0,est/swe/lat/ice/fin/nor
305O,"Kidney, ureter & major bladder procedures, short therapy","Kidney, ureter & major bladder procedures, short therapy",11.0,est/swe/lat/ice/fin/nor
305X,"Kidney, ureter & major bladder procedures for non-neoplasms, w/o CC","Kidney, ureter & major bladder procedures for non-neoplasms, w/o CC",11.0,est/swe/lat/ice/fin/nor
307N,Artificial urethral sphincter procedure,Artificial urethral sphincter procedure,11.0,est/swe/lat/ice/fin/nor
307P,Artificial urethra sphincter procedures,Artificial urethra sphincter procedures,11.0,fin/nor
308X,"Minor bladder procedures, w CC","Minor bladder procedures, w CC",11.0,est/swe/lat/ice/fin/nor
309O,"Minor bladder procedures, short therapy","Minor bladder procedures, short therapy",11.0,est/swe/lat/ice/fin/nor
309X,"Minor bladder procedures, w/o CC","Minor bladder procedures, w/o CC",11.0,est/swe/lat/ice/fin/nor
310X,"Transurethral procedures, w CC","Transurethral procedures, w CC",11.0,est/swe/lat/ice/fin/nor
311O,"Transurethral procedures, short therapy","Transurethral procedures, short therapy",11.0,est/swe/lat/ice/fin/nor
311P,"Transurethral incision of prostate, TIUP, short therapy",,11.0,fin
311X,"Transurethral procedures, w/o CC","Transurethral procedures, w/o CC",11.0,est/swe/lat/ice/fin/nor
312X,"Urethral procedures, age > 17 w cc","Urethral procedures, age > 17 w cc",11.0,est/lat/ice/fin/nor
313X,"Urethral procedures, age > 17 w/o cc","Urethral procedures, age > 17 w/o cc",11.0,est/lat/ice/fin/nor
314N,Urethral procedures,Urethral procedures,11.0,swe
314O,"Urethral procedures, short therapy","Urethral procedures, short therapy",12.0,est/swe/lat/ice/fin/nor
314X,"Urethral procedures, age  0-17","Urethral procedures, age  0-17",11.0,est/lat/ice/fin/nor
315A,Insertion of catheter for hemodialysis,Insertion of catheter for hemodialysis,11.0,est/swe/lat/ice/fin
315B,Other kidney and urinary tract o. r. procedures,Other kidney and urinary tract o. r. procedures,11.0,est/lat/ice/fin
315C,"Other kidney & urinary tract OR procedures, w CC","Other kidney & urinary tract OR procedures, w CC",11.0,swe
315D,Construction of arteriovenous fistula for hemodialysis,Construction of arteriovenous fistula for hemodialysis,11.0,est/swe/lat/ice/fin
315E,Insertion of catheter for peritoneal dialysis,Insertion of catheter for peritoneal dialysis,11.0,est/swe/lat/ice/fin
315M,"Other kidney & urinary tract OR procedures,  w MCC","Other kidney & urinary tract OR procedures,  w MCC",11.0,swe
315N,"Other kidney & urinary tract OR procedures, w/o CC","Other kidney & urinary tract OR procedures, w/o CC",11.0,swe
315O,"Other kidney & urinary tract OR procedures, short therapy","Other kidney & urinary tract OR procedures, short therapy",11.0,est/swe/lat/ice/fin/nor
315P,"Access procedures for dialysis, short therapy","Access procedures for dialysis, short therapy",11.0,swe
315X,Other kidney & urinary tract o. r. procedures,Other kidney & urinary tract o. r. procedures,11.0,nor
316A,Kidney failure and dialysis with cc,Kidney failure and dialysis with cc,11.0,fin
316B,"Kidney failure, other","Kidney failure, other",11.0,fin
316C,"Kidney failure, w CC","Kidney failure, w CC",11.0,swe
316M,"Kidney failure, w MCC","Kidney failure, w MCC",11.0,swe
316N,"Kidney failure, w/o CC","Kidney failure, w/o CC",11.0,swe
316O,Doctor visits for kidney failure,Doctor visits for kidney failure,11.0,swe/nor
316X,Kidney failure,Kidney failure,11.0,est/lat/ice/nor
317O,"Renal dialysis, including preparations, short therapy","Renal dialysis, including preparations, short therapy",11.0,est/swe/lat/ice/fin/nor
317X,"Renal dialysis, including preparations","Renal dialysis, including preparations",11.0,est/swe/lat/ice/fin/nor
318C,"Kidney & urinary tract neoplasms, w CC","Kidney & urinary tract neoplasms, w CC",11.0,swe
318M,"Kidney & urinary tract neoplasms, w MCC","Kidney & urinary tract neoplasms, w MCC",11.0,swe
318X,Kidney & urinary tract neoplasms w cc,Kidney & urinary tract neoplasms w cc,11.0,est/lat/ice/fin/nor
319A,"Kidney & urinary tract neoplasms w/o cc, radiotherapy","Kidney & urinary tract neoplasms w/o cc, radiotherapy",11.0,fin
319B,"Kidney & urinary tract neoplasms w/o cc, cytostatic therapy","Kidney & urinary tract neoplasms w/o cc, cytostatic therapy",11.0,fin
319E,Kidney & urinary tract neoplasms w/o cc,Kidney & urinary tract neoplasms w/o cc,11.0,fin
319O,"Kidney & urinary tract neoplasms, short therapy","Kidney & urinary tract neoplasms, short therapy",11.0,swe/nor
319X,"Kidney & urinary tract neoplasms, w/o CC","Kidney & urinary tract neoplasms, w/o CC",11.0,est/swe/lat/ice/nor
320C,"Kidney & urinary tract infections, w CC","Kidney & urinary tract infections, w CC",11.0,swe
320M,"Kidney & urinary tract infections, w MCC","Kidney & urinary tract infections, w MCC",11.0,swe
320X,Kidney & urinary tract infections age > 17 w cc,Kidney & urinary tract infections age > 17 w cc,11.0,est/lat/ice/fin/nor
321N,"Kidney & urinary tract infections, w/o CC","Kidney & urinary tract infections, w/o CC",11.0,swe
321O,Doctor visits for kidney & urinary tract infections,Doctor visits for kidney & urinary tract infections,11.0,swe
321X,Kidney & urinary tract infections age > 17 w/o cc,Kidney & urinary tract infections age > 17 w/o cc,11.0,est/lat/ice/fin/nor
322X,Kidney & urinary tract infections age 0-17,Kidney & urinary tract infections age 0-17,11.0,est/lat/ice/fin/nor
323O,"Lithotripsy, short therapy","Lithotripsy, short therapy",11.0,est/swe/lat/ice/fin/nor
323X,"Urinary stones w CC, &/or Extracorporeal Shock Wave Lithotripsy (ESWL) ","Urinary stones w CC, &/or Extracorporeal Shock Wave Lithotripsy (ESWL) ",11.0,est/swe/lat/ice/fin/nor
324O,Doctor visits for urinary stones,Doctor visits for urinary stones,11.0,swe
324X,"Urinary stones, w/o CC","Urinary stones, w/o CC",11.0,est/swe/lat/ice/fin/nor
325C,"Kidney & urinary tract signs & symptoms, w CC","Kidney & urinary tract signs & symptoms, w CC",11.0,swe
325X,Kidney & urinary tract signs & symptoms age > 17 w cc,Kidney & urinary tract signs & symptoms age > 17 w cc,11.0,est/lat/ice/fin/nor
326N,"Kidney & urinary tract signs & symptoms, w/o CC","Kidney & urinary tract signs & symptoms, w/o CC",11.0,swe
326O,Doctor visits for kidney & urinary tract signs & symptoms,Doctor visits for kidney & urinary tract signs & symptoms,11.0,swe
326X,Kidney & urinary tract signs & symptoms age > 17 w/o cc,Kidney & urinary tract signs & symptoms age > 17 w/o cc,11.0,est/lat/ice/fin/nor
327X,Kidney & urinary tract signs & symptoms age 0-17,Kidney & urinary tract signs & symptoms age 0-17,11.0,est/lat/ice/fin/nor
329N,Urethral stricture,Urethral stricture,11.0,est/swe/lat/ice/fin/nor
329O,Doctor visits for urethral stricture,Doctor visits for urethral stricture,11.0,swe
331C,"Other kidney & urinary tract diagnoses, age > 17,  w CC","Other kidney & urinary tract diagnoses, age > 17,  w CC",11.0,swe
331M,"Other kidney & urinary tract diagnoses, age > 17, w MCC","Other kidney & urinary tract diagnoses, age > 17, w MCC",11.0,swe
331X,Other kidney & urinary tract diagnoses age > 17 w cc,Other kidney & urinary tract diagnoses age > 17 w cc,11.0,est/lat/ice/fin/nor
332X,"Other kidney & urinary tract diagnoses, age > 17, w/o CC","Other kidney & urinary tract diagnoses, age > 17, w/o CC",11.0,est/swe/lat/ice/fin/nor
333P,"Kidney transplant aftercare, short therapy","Kidney transplant aftercare, short therapy",11.0,nor
333X,Other kidney & urinary tract diagnoses age 0-17,Other kidney & urinary tract diagnoses age 0-17,11.0,est/swe/lat/ice/fin/nor
334X,Major male pelvic procedure w cc,Major male pelvic procedure w cc,12.0,est/lat/ice/fin/nor
335N,Major male pelvic procedure,Major male pelvic procedure,12.0,swe
335O,"Major male pelvic procedure, short therapy","Major male pelvic procedure, short therapy",12.0,est/swe/lat/ice/fin/nor
335X,Major male pelvic procedure w/o cc,Major male pelvic procedure w/o cc,12.0,est/lat/ice/fin/nor
336X,Transurethral prostatectomy w cc,Transurethral prostatectomy w cc,12.0,est/lat/ice/fin/nor
337N,Transurethral prostatectomy,Transurethral prostatectomy,12.0,swe
337O,"Transurethral prostatectomy, short therapy","Transurethral prostatectomy, short therapy",12.0,est/swe/lat/ice/fin/nor
337X,Transurethral prostatectomy w/o cc,Transurethral prostatectomy w/o cc,12.0,est/lat/ice/fin/nor
338C,"Testes procedures for malignancy, w CC","Testes procedures for malignancy, w CC",12.0,swe
338N,"Testes procedures for malignancy, w/o CC","Testes procedures for malignancy, w/o CC",12.0,swe
