drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
415,Infektsioon- või parasitaarhaiguste puhused operatsioonid,Infektsioon- või parasitaarhaiguste puhused opid,415X,Procedure for infectious & parasitic diseases,Procedure for infectious & parasitic diseases,18,est
415O,"Infektsioon- või parasitaarhaiguste puhused operatsioonid, lühike ravi","Infektsioon- või parasitaarhaiguste puhused opid, lüh.ravi",415O,"Procedures for infectious & parasitic diseases, short therapy","Procedures for infectious & parasitic diseases, short therapy",18,est
416N,"Septitseemia, vanus >17","Septitseemia, vanus >17",416N,"Septicemia, age > 17, w/o CC","Septicemia, age > 17, w/o CC",18,est
417N,"Septitseemia, vanus 0-17","Septitseemia, vanus 0-17",417N,"Septicemia, age  0-17, w/o CC","Septicemia, age  0-17, w/o CC",18,est
418,Operatsiooni- ja traumajärgsed infektsioonid,opi- ja traumajärgsed infektsioonid,418X,Postoperative & post-traumatic infections,Postoperative & post-traumatic infections,18,est
419,"Tundmatu päritoluga palavik, vanus >17, kht-ga","Tundmatu päritoluga palavik, vanus >17, kht-ga",419X,Fever of unknown origin age > 17 w cc,Fever of unknown origin age > 17 w cc,18,est
420,"Tundmatu päritoluga palavik, vanus >17, kht-ta","Tundmatu päritoluga palavik, vanus >17, kht-ta",420X,Fever of unknown origin age > 17 w/o cc,Fever of unknown origin age > 17 w/o cc,18,est
421,"Viirushaigus, vanus >17","Viirushaigus, vanus >17",421X,"Viral illness, age >17","Viral illness, age >17",18,est
422,"Viirushaigus ja tundmatu päritoluga palavik, vanus 0-17","Viirushaigus ja tundmatu päritoluga palavik, vanus 0-17",422X,Viral illness & fever of unknown origin age 0-17,Viral illness & fever of unknown origin age 0-17,18,est
423,Muud infektsioon- ja parasitaarhaigused,Muud infektsioon- ja parasitaarhaigused,423X,Other infectious & parasitic diseases diagnoses,Other infectious & parasitic diseases diagnoses,18,est
424N,Psüühilise haiguse põhidiagnoosi korral tehtud operatsioon,Psüühilise haiguse põhidiagnoosi korral tehtud op,424N,OR procedures with principal diagnos of mental illness or abuse,OR procedures with principal diagnos of mental illness or abuse,19,est
424O,"Psüühilise haiguse põhidiagnoosi korral tehtud operatsioon, lühike ravi","Psüühilise haiguse põhidiagnoosi korral tehtud op, lüh.ravi",424O,"O. r. procedure w principal diagnosis of mental illness, short therapy","O. r. procedure w principal dx of mental illness, sh th",19,est
426A,"Bipolaarsed häired, vanus <60","Bipolaarsed häired, vanus <60",426A,"Bipolar disorders, age <60 yrs","Bipolar disorders, age <60 yrs",19,est
426B,"Bipolaarsed häired, vanus >59","Bipolaarsed häired, vanus >59",426B,"Bipolar disorders, age >59 yrs","Bipolar disorders, age >59 yrs",19,est
426C,"Muud meeleoluhäired, vanus <60","Muud meeleoluhäired, vanus <60",426C,"Other mood disorders, age <60 yrs","Other mood disorders, age <60 yrs",19,est
426D,"Muud meeleoluhäired, vanus >59","Muud meeleoluhäired, vanus >59",426D,"Other mood disorders, age >59 yrs","Other mood disorders, age >59 yrs",19,est
427A,Ärevushäired,Ärevushäired,427A,Anxiety disorders,Anxiety disorders,19,est
427B,Püsivad isiksusemuutused,Püsivad isiksusemuutused,427B,Enduring personality changes,Enduring personality changes,19,est
427C,Äge stressreaktsiooon,Äge stressreaktsiooon,427C,Acute stress reaction,Acute stress reaction,19,est
427D,Muud neuroosid,Muud neuroosid,427D,Other neuroses,Other neuroses,19,est
428N,Isiksuse häired,Isiksuse häired,428N,Disorders of personality,Disorders of personality,19,est
429A,"Orgaanilised psüühikahäired, kht-ga","Orgaanilised psüühikahäired, kht-ga",429A,Organic disturbances w cc,Organic disturbances w cc,19,est
429B,"Orgaanilised psüühikahäired, kht-ta","Orgaanilised psüühikahäired, kht-ta",429B,Organic disturbances w/o cc,Organic disturbances w/o cc,19,est
430A,"Skisofreenia, vanus <30","Skisofreenia, vanus <30",430A,"Schizophrenia, age < 30 yrs","Schizophrenia, age < 30 yrs",19,est
430B,"Skisofreenia, vanus 30-59","Skisofreenia, vanus 30-59",430B,"Schizophrenia, age  30-59 yrs","Schizophrenia, age  30-59 yrs",19,est
430C,"Skisofreenia, vanus >59","Skisofreenia, vanus >59",430C,"Schizophrenia, > 59 yrs","Schizophrenia, > 59 yrs",19,est
430D,Krooniline mitteskisofreeniline psühhoos,Krooniline mitteskisofreeniline psühhoos,430D,Chronic non-schizophrenic psychosis,Chronic non-schizophrenic psychosis,19,est
430E,Lühiaegne mitteskisofreeniline psühhoos,Lühiaegne mitteskisofreeniline psühhoos,430E,Short term non-scizophrenic psychosis,Short term non-scizophrenic psychosis,19,est
430F,Muud psühootilised sündroomid,Muud psühootilised sündroomid,430F,Other psychotic syndromes,Other psychotic syndromes,19,est
431A,Vaimne alaareng,Vaimne alaareng,431A,Mental retardation,Mental retardation,19,est
431B,Neuropsühhiaatrilised häired,Neuropsühhiaatrilised häired,431B,Neuropsychiatric disorders,Neuropsychiatric disorders,19,est
431C,Muud lapseea psüühikahäired,Muud lapseea psüühikahäired,431C,Other childhood mental disorders,Other childhood mental disorders,19,est
432A,Söömishäired,Söömishäired,432A,Eating disorders,Eating disorders,19,est
432B,Muud spetsiifilised psüühikahäired,Muud spetsiifilised psüühikahäired,432B,Other specific mental disorders,Other specific mental disorders,19,est
432C,Muud mittespetsiifilised psüühikahäired,Muud mittespetsiifilised psüühikahäired,432C,Other unspecific mental disorders,Other unspecific mental disorders,19,est
432M,Psühhiaatriline rehabilitatsioon,Psühhiaatriline rehabilitatsioon,432M,Psychiatric inpatient rehabilitation,Psychiatric inpatient rehabilitation,19,est
432N,Psühhiaatriline järelravi patsient,Psühhiaatriline järelravi patsient,432N,Psychiatric longterm care,Psychiatric longterm care,19,est
436A,"Muud kuritarvitamisega seotud häired, kht-ga","Muud kuritarvitamisega seotud häired, kht-ga",436A,Other abuse disorders with cc,Other abuse disorders with cc,19,est
436B,"Muud kuritarvitamisega seotud häired, kht-ta","Muud kuritarvitamisega seotud häired, kht-ta",436B,Other abuse disorders w/o cc,Other abuse disorders w/o cc,19,est
436C,Kuritarvitamisega seotud psühhoos,Kuritarvitamisega seotud psühhoos,436C,Abuse psychosis,Abuse psychosis,19,est
439,Naha siirdamine vigastuste korral,Naha siirdamine vigastuste korral,439X,Skin grafts for injuries,Skin grafts for injuries,21,est
439O,"Naha siirdamine vigastuste korral, lühike ravi","Naha siirdamine vigastuste korral, lüh.ravi",439O,"Skin grafts for injuries, short therapy","Skin grafts for injuries, short therapy",21,est
441,Operatsioonid kämblavigastuste korral,opid kämblavigastuste korral,441X,Hand procedures for injuries,Hand procedures for injuries,21,est
441O,"Operatsioonid kämblavigastuste korral, lühike ravi","opid kämblavigastuste korral, lüh.ravi",441O,"Hand procedures for injuries, short therapy","Hand procedures for injuries, short therapy",21,est
442,"Muud operatsioonid vigastuste korral, kht-ga","Muud opid vigastuste korral, kht-ga",442X,Other o. r. procedures for injuries w cc,Other o. r. procedures for injuries w cc,21,est
442O,"Operatsioonid ravitüsistuste korral, lühike ravi","opid ravitüsistuste korral, lüh.ravi",442O,"Other major OR procedures  after injuries, short therapy","Other major OR procedures  after injuries, short therapy",21,est
443,"Muud operatsioonid vigastuste korral, kht-ta","Muud opid vigastuste korral, kht-ta",443X,Other o. r. procedures for injuries w/o cc,Other o. r. procedures for injuries w/o cc,21,est
443O,"Muud operatsioonid vigastuste korral, lühike ravi","Muud opid vigastuste korral, lüh.ravi",443O,"Other major OR procedures in general anaesthesia for injuries,  short therapy","Other major OR procedures in general anaesthesia for injuries,  short therapy",21,est
444,"Traumaatiline vigastus, vanus >17, kht-ga","Traumaatiline vigastus, vanus >17, kht-ga",444X,"Traumatic injury, age > 17 w cc","Traumatic injury, age > 17 w cc",21,est
445,"Traumaatiline vigastus, vanus >17, kht-ta","Traumaatiline vigastus, vanus >17, kht-ta",445X,"Traumatic injury, age > 17 w/o cc","Traumatic injury, age > 17 w/o cc",21,est
446,"Traumaatiline vigastus, vanus 0-17","Traumaatiline vigastus, vanus 0-17",446X,"Traumatic injury, age 0-17","Traumatic injury, age 0-17",21,est
447,"Allergilised reaktsioonid, vanus >17","Allergilised reaktsioonid, vanus >17",447X,"Allergic reactions, age > 17","Allergic reactions, age > 17",21,est
448,"Allergilised reaktsioonid, vanus 0-17","Allergilised reaktsioonid, vanus 0-17",448X,"Allergic reactions, age 0-17","Allergic reactions, age 0-17",21,est
449,"Mürgistused ja ravimite toksiline toime, vanus >17, kht-ga","Mürgistused ja ravimite toksiline toime, vanus >17, kht-ga",449X,"Poisoning & toxic effects of drugs, age > 17 w cc","Poisoning & toxic effects of drugs, age > 17 w cc",21,est
450,"Mürgistused ja ravimite toksiline toime, vanus >17, kht-ta","Mürgistused ja ravimite toksiline toime, vanus >17, kht-ta",450X,"Poisoning & toxic effects of drugs, age > 17 w/o cc","Poisoning & toxic effects of drugs, age > 17 w/o cc",21,est
451,"Mürgistused ja ravimite toksiline toime, vanus 0-17","Mürgistused ja ravimite toksiline toime, vanus 0-17",451X,"Poisoning & toxic effects of drugs, age 0-17","Poisoning & toxic effects of drugs, age 0-17",21,est
452A,"Ravitüsistused kirurgilise sekkumise korral, kht-ga","Ravitüsistused kirurgilise sekkumise korral, kht-ga",452A,Complications of treatment w surgery w cc,Complications of treatment w surgery w cc,21,est
452B,"Ravitüsistused mittekirurgilise sekkumise korral, kht-ga","Ravitüsistused mittekirurgilise sekkumise korral, kht-ga",452B,Complications of treatment w/o surgery w cc,Complications of treatment w/o surgery w cc,21,est
453A,"Ravitüsistused kirurgilise sekkumise korral, kht-ta","Ravitüsistused kirurgilise sekkumise korral, kht-ta",453A,Complications of treatment w surgery w/o cc,Complications of treatment w surgery w/o cc,21,est
453B,"Ravitüsistused mittekirurgilise sekkumise korral, kht-ta","Ravitüsistused mittekirurgilise sekkumise korral, kht-ta",453B,Complications of treatment w/o surgery w/o cc,Complications of treatment w/o surgery w/o cc,21,est
454,"Muud vigastused, mürgistused ja ravimite toksiline toime, kht-ga","Muud vigastused, mürgistused ja ravimite toksiline toime, kh",454X,"Other injury, poisoning & toxic effect diag w cc","Other injury, poisoning & toxic effect diag w cc",21,est
455,"Muud vigastused, mürgistused ja ravimite toksiline toime, kht-ta","Muud vigastused, mürgistused ja ravimite toksiline toime, kh",455X,"Other diseases after injuries, poisoningings & toxic effects,  w/o CC","Other diseases after injuries, poisoningings & toxic effects,  w/o CC",21,est
456,"Põletushaiged, kes on üle viidud teise aktiivravi haiglasse, ravi kestus alla 6 päeva","Põletushaiged, üle viidud teise aktiivr. haigl-sse, ravi kes",456X,"Burns transferred to another acute care facility, duration of care < 6 days","Burns transferred to another acute care facility, duration of care < 6 days",22,est
457,"Ulatuslikud põletused, mis ei vaja operatsioone","Ulatuslikud põletused, mis ei vaja ope",457X,Extensive burns without OR procedure,Extensive burns without OR procedure,22,est
458,Vähemulatuslikud põletused koos naha siirdamisega,Vähemulatuslikud põletused koos naha siirdamisega,458X,Non-extensive burns with skin graft,Non-extensive burns with skin graft,22,est
458O,"Vähemulatuslikud põletused koos naha siirdamisega, lühike ravi","Vähemulatuslikud põletused koos naha siirdamisega, lüh.ravi",458O,"Non-extensive burns with skin graft, short therapy","Non-extensive burns with skin graft, short therapy",22,est
459,Vähemulatuslikud põletused koos haavakorrastuse või muude operatsioonidega,Vähemulat. põletused haavakorrastuse või muude opidega,459X,Non-extensive burns with wound debridement or other OR procedures,Non-extensive burns with wound debridement or other OR procedures,22,est
459O,"Vähemulatuslikud põletused koos haavakorrastuse või muude operatsioonidega, lühike ravi","Vähemulat. põletused haavakorrastuse või muude opidega, lüh.",459O,"Burns with wound debridement or other OR procedures, short therapy","Burns with wound debridement or other OR procedures, short therapy",22,est
460,"Vähemulatuslikud põletused, mis ei vaja operatsioone","Vähemulatuslikud põletused, mis ei vaja ope",460X,Non-extensive burns without OR procedure,Non-extensive burns without OR procedure,22,est
461,"Operatsioon, diagnoosiks kokkupuude terviseteenistusega","op, diagnoosiks kokkupuude terviseteenistusega",461X,O. r. proc w diagnoses of other contact w health services,O. r. proc w diagnoses of other contact w health services,23,est
461O,"Operatsioon, diagnoosiks kokkupuude terviseteenistusega, lühike ravi","op, diagnoosiks kokkupuude terviseteenistusega, lüh.ravi",461O,"Other contacts with health services for other diagnoses, with OR procedures or general anaesthesia, short therapy","Other contacts with health services for other diagnoses, with OR procedures or general anaesthesia, short therapy",23,est
462O,"Taastusravi, lühike ravi","Taastusravi, lüh.ravi",462O,"Rehabilitation, short therapy","Rehabilitation, short therapy",23,est
463,"Haigustunnused ja sümptomid, kht-ga","Haigustunnused ja sümptomid, kht-ga",463X,Signs & symptoms w cc,Signs & symptoms w cc,23,est
464,"Haigustunnused ja sümptomid, kht-ta","Haigustunnused ja sümptomid, kht-ta",464X,"Signs & symptoms, w/o CC","Signs & symptoms, w/o CC",23,est
465,"Järelravi, anamnees pahaloomulise kasvajaga","Järelravi, anamnees pahaloomulise kasvajaga",465X,Aftercare of malignant conditions,Aftercare of malignant conditions,23,est
466,"Järelravi, anamnees pahaloomulise kasvajata","Järelravi, anamnees pahaloomulise kasvajata",466X,Aftercare of other conditions,Aftercare of other conditions,23,est
467A,"Muud tervist mõjutavad tegurid, vanus 0-17","Muud tervist mõjutavad tegurid, vanus 0-17",467A,"Other factors influencing health status, age 0-17","Other factors influencing health status, age 0-17",23,est
467B,"Muud tervist mõjutavad tegurid, vanus >17","Muud tervist mõjutavad tegurid, vanus >17",467B,"Other factors influencing health status, age >17","Other factors influencing health status, age >17",23,est
468,Harv diagnoosi ja ulatusliku operatsiooni kombinatsioon,Harv diagnoosi ja ulatusliku opi kombinatsioon,468X,Rare or incorrect combination of diagnosis and extensive procedure,extensive rare or wrong comb,99,est
468O,"Põhidiagnoosiga mitteseonduv ulatuslik operatsioon , lühike ravi","Põhidiagnoosiga mitteseonduv ulatuslik op , lüh.ravi",468O,"Rare or incorrect combination of diagnosis and procedure, short therapy","Rare or incorrect combination of diagnosis and procedure, short therapy",99,est
470B,Vanusega sobimatu diagnoos või protseduur,Vanusega sobimatu diagnoos või protseduur,470B,Patient is too old for the diagnosis or the intervention,Patient is too old for the diagnosis or the intervention,99,est
470C,Patsient diagnoosiks või sekkumiseks liiga noor,Patsient diagnoosiks või sekkumiseks liiga noor,470C,Patient is too young for the diagnosis or the intervention,Patient is too young for the diagnosis or the intervention,99,est
470D,Patsiendi vanus vale  (>125 aastat),Patsiendi vanus vale  (>125 aastat),470D,Error in patient age (>125 yrs),Error in patient age (>125 yrs),99,est
470E,Sobimatu põhidiagnoosi kood,Sobimatu põhidiagnoosi kood,470E,Principal diagnosis code is invalid,Principal diagnosis code is invalid,99,est
470G,Patsendi sugu märkimata,Patsendi sugu märkimata,470G,Information about gender is missing,Information about gender is missing,99,est
