code_plus,text_plus,nat_ver
G04CB,Testosterone-5-alpha reductase inhibitors,est/swe/lat/ice/den
G04CB01,Finasteride,fin/swe
G04CB02,Dutasteride,fin/swe
G04CX,Other drugs used in benign prostatic hypertrophy,est/swe/lat/ice/den
G04CX01,Prunus africanae cortex,fin/swe
G04CX02,Sabalis serrulatae fructus,fin/swe
G04CX03,Mepartricin,fin/swe
G04CX04,Fexapotide,fin/swe
GADA5A,Rib X-ray examination,swe/ice/den/fin/nor
GADA6A,Sternal X-ray examination,swe/ice/den/fin/nor
GADA7A,Sterno-clavicular joint X-ray examination,ice/den/fin
GADE1A,Chest cage ultrasonography,swe/lat/ice/den/fin/nor
GADG00,Chest MRI,fin/nor
GAE002,Endoscopy through pleuro-cutaneous window,est/swe/lat/ice/den/fin/nor
GAE005,Endoscopy with biopsy through pleuro-cutaneous window,est/swe/lat/ice/den/nor
GAFA00,Transillumination of chest,swe/ice
GAFG00,Magnetic stimulation of the phrenic nerve,swe/lat/ice/nor
GAO001,Preoperative radiotherapy of thorax excluding intrathoracal organs,ice
GAO002,Radical radiotherapy of tumor of thorax excluding intrathoracal organs,ice
GAO003,Adjuvant radiotherapy of thorax excluding intrathoracal organs,ice
GAO004,Palliative radiotherapy of thorax excluding intrathoracal organs,ice
GAO029,Raditherapy of local recidive of tumor of thorax excluding intrathoracal organs,ice
GAO049,Radiotherapy of methastasis of thorax excluding intrathoracal organs,ice
GAO090,Profylactic radiotherapy of thorax excluding intrathoracal organs,ice
GAO099,Other radiotherapy of thorax excluding intrathoracal organs,ice
GASA10,Intercostal insertion of pleural drainage tube,est/swe/lat/ice/den/fin/nor
GASA15,Insertion of pleural drainage tube by resection of rib,est/swe/lat/ice/den/fin/nor
GASA20,Fenestration of pleura,est/swe/lat/ice/den/fin/nor
GASA31,Thoracoscopy,est/swe/lat/ice/den/fin/nor
GASA96,Other open or percutaneous drainage of pleural cavity,est/swe/lat/ice/den/fin/nor
GASA97,Other thoracoscopic drainage procedures on pleura,est/swe/lat/ice/den/fin/nor
GASB00,Emergency thoracotomy,est/swe/lat/ice/den/fin/nor
GASB10,Antero- or postero-lateral thoracotomy,est/swe/lat/ice/den/fin/nor
GASB13,Transaxillary thoracotomy,est/swe/lat/ice/den/fin/nor
GASB20,Median sternotomy,est/swe/lat/ice/den/fin/nor
GASB30,Parasternal minitorakotomi,swe/ice
GASB96,Other thoracotomy,est/swe/lat/ice/den/fin/nor
GASC00,Biopsy of pleura,est/swe/lat/ice/den/fin/nor
GASC01,Endoscopic biopsy of pleura,est/swe/lat/ice/den/fin/nor
GASC10,Removal of foreign body from pleural cavity,est/swe/lat/ice/den/fin/nor
GASC11,Endoscopic removal of foreign body from pleural cavity,est/swe/lat/ice/den/fin/nor
GASC20,Excision or destruction of lesion of pleura,est/swe/lat/ice/den/fin/nor
GASC21,Endoscopic excision or destruction of lesion of pleura,est/swe/lat/ice/den/fin/nor
GASC30,Artificial pneumothorax,est/swe/lat/ice/den/fin/nor
GASC33,Mechanical pleurodesis,est/swe/lat/ice/den/fin/nor
GASC34,Endoscopic mechanical pleurodesis,est/swe/lat/ice/den/fin/nor
GASC36,Chemical pleurodesis,est/swe/lat/ice/den/fin/nor
GASC37,Endoscopic chemical pleurodesis,est/swe/lat/ice/den/fin/nor
GASC40,Pleurodesis with decortication,est/swe/lat/ice/den/fin/nor
GASC41,Endoscopic pleurodesis with decortication,est/swe/lat/ice/den/fin/nor
GASC43,Total decortication of pleura,est/swe/lat/ice/den/fin/nor
GASC44,Endoscopic total decortication of pleura,est/swe/lat/ice/den/fin/nor
GASC46,Partial decortication of pleura,est/swe/lat/ice/den/fin/nor
GASC47,Endoscopic partial decortication of pleura,est/swe/lat/ice/den/fin/nor
GASC96,Other operation on pleura,est/swe/lat/ice/den/fin/nor
GASC97,Other endoscopic operation on pleura,est/swe/lat/ice/den/fin/nor
GASC98,Other operation on pleura through pleuro-cutaneous window,est/swe/lat/ice/den/fin/nor
GASD00,Thoracoplasty without plombage,est/swe/lat/ice/den/fin/nor
GASD03,Thoracoplasty with plombage,est/swe/lat/ice/den/fin/nor
GASD10,Removal of plombage material from chest wall,est/swe/lat/ice/den/fin
GASD96,Other thoracoplasty or related procedure,est/swe/lat/ice/den/fin/nor
GASE00,Incision or biopsy of chest wall,est/swe/lat/ice/den/fin/nor
GASE03,Suture of chest wall,est/swe/lat/ice/den/fin/nor
GASE06,Excision of lesion of chest wall,est/swe/lat/ice/den/fin/nor
GASE10,Closure of previous incision of chest wall,est/swe/lat/ice/den/fin/nor
GASE13,Closure of fenestration of pleura,est/lat/ice/den/fin/nor
GASE16,Resection of chest wall,est/swe/lat/ice/den/fin/nor
GASE20,Resection of chest wall and repair using flap,est/swe/lat/ice/den/fin/nor
GASE23,Resection of chest wall and prosthetic repair,est/swe/lat/ice/den/fin/nor
GASE26,Repair of injury to chest wall,est/swe/lat/ice/den/fin/nor
GASE30,Repair of combined injury to chest wall and diaphragm,est/swe/lat/ice/den/fin/nor
GASE40,Operation on rib and soft tissues for thoracic outlet syndrome,est/swe/lat/ice/den/fin/nor
GASE50,Reconstruction of chest wall,est/swe/lat/ice/den/fin/nor
GASE53,Removal of foreign body from chest wall,est/swe/lat/ice/fin/nor
GASE56,Removal of osteosynthesis material from chest wall,swe
GASE70,Operation for pseudoarthrosis of chest wall,ice/den/est
GASE73,Operation for pseudoarthrosis of chest wall with bone transplantation,ice/den/est
GASE90,Removal of fixation material from chest wall,ice/den/est
GASE96,"Other incision, biopsy, resection or repair of chest wall",est/swe/lat/ice/den/fin/nor
GASF00,Correction of pectus carinatum,est/swe/lat/ice/den/fin/nor
GASF03,Correction of pectus excavatum,est/swe/lat/ice/den/fin/nor
GASF10,Removal of prosthetic material after correction of malformation of chest wall,est/swe/lat/ice/den/fin/nor
GASF96,Other correction of malformation of chest wall,est/swe/lat/ice/den/fin/nor
GASG00,Transthoracic biopsy of diaphragm,est/swe/lat/ice/den/fin/nor
GASG01,Thoracoscopic biopsy of diaphragm,est/swe/lat/ice/den/fin/nor
GASG10,Transthoracic excision or destruction of lesion of diaphragm,est/swe/lat/ice/den/fin/nor
GASG11,Thoracoscopic excision or destruction of lesion of diaphragm,est/swe/lat/ice/den/fin/nor
GASG20,Transthoracic removal of foreign body from diaphragm,est/swe/lat/ice/den/fin/nor
GASG21,Thoracoscopic removal of foreign body from diaphragm,est/swe/lat/ice/den/fin/nor
GASG30,Transthoracic repair of diaphragm for rupture,est/swe/lat/ice/den/fin/nor
GASG31,Thoracoscopic repair of diaphragm for rupture,est/swe/lat/ice/den/fin/nor
GASG33,Transthoracic resection of diaphragm,est/swe/lat/ice/den/fin/nor
GASG36,Transthoracic resection and reconstruction of diaphragm using graft,est/swe/lat/ice/den/fin/nor
GASG40,Transthoracic closure of thoraco-abdominal fistula,est/swe/lat/ice/den/fin/nor
GASG50,Transthoracic repair of defect of diaphragm,est/swe/lat/ice/den/fin/nor
GASG96,Other transthoracic operation on diaphragm,est/swe/lat/ice/den/fin/nor
GASG97,Other thoracoscopic operation on diaphragm,est/swe/lat/ice/den/fin/nor
GASW96,"Other operation on chest wall, pleura and diaphragm",est/swe/lat/ice/den/fin/nor
GASW97,"Other thoracoscopic operation on chest wall, pleura and diaphragm",est/swe/lat/ice/den/fin/nor
GAXA05,Check-up of diafragma stimulating device,swe/lat/ice/nor
GAXX00,Needle biopsy of chest wall,est/swe/lat/ice/den/fin/nor
GAXX02,Needle biopsy of pleura,est/swe/lat/ice/den/fin/nor
GAXX04,Needle biopsy of diaphragm,est/swe/lat/ice/den/fin/nor
GAXX10,Pleural puncture,est/swe/lat/ice/den/fin/nor
GAXX12,Pleural catheter exchange or removal,swe/ice/den/fin/nor
GAXX20,Artificial pneumothorax for collapse of lung,est/swe/lat/ice/den
GAXX30,Irrigation of pleural cavity,swe/lat/ice/nor/est
GBDA1A,Tracheal X-ray examination,swe/ice/den/fin
GBDA2A,Epipharynx X-ray examination,swe/ice/nor
GBDA3A,Larynx X-ray examination,swe/ice
GBE002,Tracheoscopy,est/swe/lat/ice/den/fin/nor
GBE005,Tracheoscopy with biopsy,est/swe/lat/ice/den/nor
GBSA00,Tracheotomy,est/swe/lat/ice/den/fin/nor
GBSA10,Tracheotomy with removal of foreign body,est/swe/lat/ice/den/fin
GBSA12,Endoscopic removal of foreign body from trachea,est/swe/lat/ice/den/fin/nor
GBSA22,Endoscopic excision of lesion of trachea,est/swe/lat/ice/den/fin/nor
GBSA25,Endoscopic electrocoagulation of lesion of trachea,est/swe/lat/ice/den/nor
GBSA28,Endoscopic laser therapy of lesion of trachea,est/swe/lat/ice/den/nor
GBSA32,Endoscopic dilatation of trachea,est/swe/lat/ice/den/fin/nor
GBSA35,Endoscopic insertion of tracheal stent,est/swe/lat/ice/den/fin/nor
GBSA40,Suture of trachea,est/swe/lat/ice/den/fin/nor
GBSA46,Tracheoplasty,est/swe/lat/ice/den/fin/nor
GBSA50,Repair of trachea,est/swe/lat/ice/den/fin/nor
GBSA53,Prosthetic repair of trachea,est/swe/lat/ice/den/fin/nor
GBSA96,Other incision or operation on trachea for injury or lesion,est/swe/lat/ice/den/fin/nor
GBSA98,Other endoscopic operation on trachea for injury or lesion,est/swe/lat/ice/den/fin/nor
GBSB00,Tracheostomy,est/swe/lat/ice/den/fin/nor
GBSB02,Tracheostomy with dilatation,ice
GBSB03,Percutaneous tracheostomy,est/swe/lat/ice/fin/nor
GBSB06,Tracheostomy with removal of foreign body,ice
GBSB13,Revision of tracheostomy,est/swe/lat/ice/den/fin/nor
GBSB18,Closure of tracheostomy,est/swe/lat/ice/den/fin/nor
GBSB96,Other tracheostomy procedure,est/swe/lat/ice/den/fin/nor
GBSC00,Partial resection of trachea,est/swe/lat/ice/den/fin/nor
GBSC03,Resection of trachea,est/swe/lat/ice/den/fin/nor
GBSC06,Resection and prosthetic reconstruction of trachea,est/swe/lat/ice/den/fin/nor
GBSC10,Resection and reconstruction of carina,est/swe/lat/ice/den/fin/nor
GBSC13,Resection and reconstruction of carina using graft,est/swe/lat/ice/den/fin/nor
GBSC96,Other resection or reconstruction of trachea,est/swe/lat/ice/den/fin/nor
GBSW96,Other operation on trachea,est/swe/lat/ice/den/fin/nor
GBSW98,Other transluminal endoscopic procedure on trachea,est/swe/lat/ice/den/fin/nor
GBXB00,Installation or exchange of tube to tracheostomy,swe/lat/ice/den/fin/nor
GBXB02,Producing and testing of individually adjusted tracheal tube,swe
GBXB10,Exchange of tracheostmy voice valve,swe/ice
GBXB90,Removal of tracheostomy tube,swe
GBXX00,Needle biopsy of trachea,est/swe/lat/ice/den/fin/nor
GBXX10,Percutaneous insertion of aspiration cannula into trachea,est/swe/lat/ice/nor
GCDB1B,Bronchography with X-ray,swe/ice
GCE002,Rigid bronchoscopy,est/swe/lat/ice/den/fin/nor
GCE004,Rigid bronchoscopy with biopsy of lung,swe/ice/den/fin/nor
GCE005,Rigid bronchoscopy with biopsy,est/swe/lat/ice/den/nor
GCE012,Flexible bronchoscopy,est/swe/lat/ice/den/fin/nor
GCE014,Flexible bronchoscopy with biopsy of lung,est/swe/lat/ice/den/fin/nor
GCE015,Flexible bronchoscopy with biopsy,est/swe/lat/ice/den/nor
GCIA00,Bronchial cilia function isotope imaging,ice/fin
GCSA02,Bronchoscopic electrocoagulation of lesion of bronchus,est/swe/lat/ice/den/fin/nor
GCSA05,Bronchoscopic laser therapy of lesion of bronchus,est/swe/lat/ice/den/fin/nor
GCSA06,Excision of lesion of bronchus,est/swe/lat/ice/den/fin/nor
GCSA08,Bronchoscopic excsion of lesion of bronchus,est/swe/lat/ice/den/fin/nor
GCSA10,Incision of bronchus with removal of foreign body,est/swe/lat/ice/den/fin/nor
GCSA12,Bronchoscopic removal of foreign body,est/swe/lat/ice/den/fin/nor
GCSA18,Bronchoscopic dilatation of bronchus,est/swe/lat/ice/den/fin/nor
GCSA20,Suture or reconstruction of bronchus for injury,est/swe/lat/ice/den/fin/nor
GCSA26,Plastic repair of bronchus,est/swe/lat/ice/den/fin/nor
GCSA30,Repair of bronchus using prosthesis,est/swe/lat/ice/den/fin/nor
GCSA32,Endoscopic insertion of bronchial stent,est/swe/lat/ice/den/fin/nor
GCSA40,Closure of bronchopleural fistula,est/swe/lat/ice/den/fin/nor
GCSA42,Bronchoscopic closure of bronchopleural fistula,est/swe/lat/ice/den/fin/nor
GCSA43,Other closure of bronchopleural fistula,est/swe/lat/ice/den/fin/nor
GCSA50,Partial resection of bronchus,est/swe/lat/ice/den/fin/nor
GCSA60,Resection of bronchus and end to end anastomosis,est/swe/lat/ice/den/fin/nor
GCSA63,Sleeve resection of bronchus,est/lat/ice/den/fin/nor
GCSA70,Resection and reconstruction of bronchus using prosthesis,est/swe/lat/ice/den/fin/nor
GCSA96,Other operation on bronchus,est/swe/lat/ice/den/fin/nor
GCSA98,Other bronchoscopic procedure on bronchus,est/swe/lat/ice/den/fin/nor
GCX000,Broncho-alveolar lavage,lat/ice/nor
GCXX00,Bronchial lavation,swe/ice/fin/nor
GCXX10,Aspiration from respiratory channel,swe/lat/ice/nor
GDDA1A,Thorax X-ray examination,ice/den/fin/nor
GDDA1C,Thorax X-ray screening examination,swe/ice
GDDA1E,Translateral thorax X-ray examination,ice/fin
GDDA1H,Tomography of respiratory organs,ice
GDDA1L,Dynamic X-ray examination of respiratory organs,ice/den/fin
GDDA1P,Lung X-ray examination with one projection,ice/fin
GDDA1Q,Supine thorax X-ray examination,swe/ice/fin
GDDA1R,Dynamic X-ray examination of respiratory organs with convetional X-ray picture,swe/ice/fin
GDDA1U,Thorax X-ray examination outside radiological department,ice/fin
GDDD1A,Thorax CT examination,swe/ice/den/fin/nor
GDDD1E,High resolution CT examination of lungs,ice/den/fin
GDDD1F,Thorax CT examination for dose design of radiotherapy,ice/fin
GDDD1P,CT examination of lung perfusion,ice
GDDD5A,Thorax and upper abodmen combined CT examination,ice/fin/nor
GDDG1B,Lungs and pleura MRI examination,swe/ice/den/fin/nor
GDDG1F,Thorax MRI examination for dose design of radiotherapy,ice/fin
GDO001,"Preoperative radiotherapy of trachea, bronchi and lungs",ice
GDO002,"Radical radiotherapy of trachea, bronchi and lungs",ice
GDO003,"Adjuvant radiotherapy of trachea, bronchi and lungs",ice
GDO004,"Palliative radiotherapy of trachea, bronchi and lungs",ice
GDO029,"Radiotherapy of local recidive of trachea, bronchi and lungs",ice
GDO049,"Radiotherapy of methastasis of trachea, bronchi and lungs",ice
GDO090,"Profylactic radiotherapy of trachea, bronchi and lungs",ice
GDO092,Brachytherapy of lung with radiological guidance,fin
GDO099,Other radiotherapy of the lungs,ice/den
GDSA00,Incision of lung,est/swe/lat/ice/den/fin/nor
GDSA01,Thoracoscopic incision of lung,est/swe/lat/ice/den/fin/nor
GDSA10,Biopsy of lung,est/swe/lat/ice/den/fin/nor
GDSA11,Thoracoscopic biopsy of lung,est/swe/lat/ice/den/fin/nor
GDSA20,Excision of lesion of lung,est/swe/lat/ice/den/fin/nor
GDSA21,Thoracoscopic excision of lesion of lung,est/swe/lat/ice/den/fin/nor
GDSA30,Incision of lung and removal of foreign body,est/swe/lat/ice/den/fin/nor
GDSA31,Thoracoscopic incision of lung and removal of foreign body,est/swe/lat/ice/den/fin/nor
GDSA40,Repair of lung for injury,est/swe/lat/ice/den/fin/nor
GDSA41,Thoracoscopic repair of lung for injury,est/swe/lat/ice/den/fin/nor
GDSA96,"Other incision, excision of lesion or repair of lung",est/swe/lat/ice/den/fin/nor
GDSA97,"Other thoracoscopic incision, excision of lesion or repair of lung",est/swe/lat/ice/den/fin/nor
GDSA98,"Other bronchoscopic incision, excision of lesion or repair of lung",est/swe/lat/ice/den/fin/nor
GDSB00,Resection of bullae of lung,est/swe/lat/ice/den/fin/nor
GDSB01,Thoracoscopic resection of bullae of lung,est/swe/lat/ice/den/fin/nor
GDSB10,Wedge resection of lung,est/swe/lat/ice/den/fin/nor
GDSB11,Thoracoscopic wedge resection of lung,est/swe/lat/ice/den/fin/nor
GDSB20,Segmental resection of lung,est/swe/lat/ice/den/fin/nor
GDSB21,Thoracoscopic segmental resection of lung,est/swe/lat/ice/den/fin/nor
GDSB30,Volume reduction of lung,ice/den/est
GDSB31,Thoracoscopic volume reduction of lung,ice/den/est
GDSB96,Other minor resection of lung,est/swe/lat/ice/den/fin/nor
GDSB97,Other thoracoscopic minor resection of lung,est/swe/lat/ice/den/fin/nor
GDSC00,Lobectomy of lung,est/swe/lat/ice/den/fin/nor
GDSC01,Thoracoscopic lobectomy of lung,est/swe/lat/ice/den/fin/nor
GDSC10,Bilobectomy of lung,est/swe/lat/ice/den/fin/nor
GDSC11,Thoracoscopic bilobectomy of lung,est/swe/lat/ice/den/fin/nor
GDSC13,Extended procedure for lobectomy or bilobectomy of lung,est/swe/lat/ice/den/fin/nor
GDSC20,Lobectomy of lung and sleeve resection of bronchus,est/swe/lat/ice/den/fin/nor
GDSC23,Lobectomy and segment resection of lung,est/swe/lat/ice/den/fin/nor
GDSC26,Lobectomy and other resection of lung,est/swe/lat/ice/den/fin/nor
GDSC96,Other lobectomy of lung,est/swe/lat/ice/den/fin/nor
GDSC97,Other thoracoscopic lobectomy of lung,est/swe/lat/ice/den/fin/nor
GDSD00,Pneumonectomy,est/swe/lat/ice/den/fin/nor
GDSD01,Thoracoscopic pneumonectomy,est/swe/lat/ice/den/fin/nor
GDSD10,Pleuropneumonectomy,est/swe/lat/ice/den/fin/nor
GDSD11,Thoracoscopic pleuropneumonectomy,est/swe/lat/ice/den/fin/nor
GDSD20,Extended pneumonectomy,est/swe/lat/ice/den/fin/nor
GDSD23,Pneumonectomy and resection of carina,est/swe/lat/ice/den/fin/nor
GDSD26,Pneumonectomy and resection of bronchus or bronchus and trachea,est/swe/lat/ice/den/fin/nor
GDSD96,Other pneumonectomy,est/swe/lat/ice/den/fin/nor
GDSD97,Other thoracoscopic pneumonectomy,est/swe/lat/ice/den/fin/nor
GDSG00,Unilateral transplantation of lung,est/swe/lat/ice/den/fin/nor
GDSG03,Unilateral transplantation of lung with revascularisation of bronchial arteries,est/swe/lat/ice/den/fin/nor
GDSG10,Bilateral transplantation of lung,est/swe/lat/ice/den/fin/nor
GDSG13,En bloc transplantation of lungs with revascularisation of bronchial arteries,est/swe/lat/ice/den/fin/nor
GDSG30,Transplantation of lung from living donor,est/swe/lat/ice/den/fin/nor
GDSG96,Other transplantation of lung,est/swe/lat/ice/den/fin/nor
GDSW96,Other operation on lung,est/swe/lat/ice/den/fin/nor
GDSW97,Other thoracoscopic operation on lung,est/swe/lat/ice/den/fin/nor
GDSW98,Other bronchoscopic operation on lung,est/swe/lat/ice/den/fin/nor
GDXA00,Heat coagulation of lung,ice/fin
GDXB00,Embolotherapy of arteriovenous fistulae of lung,nor
GDXC00,Labeling lung pathology,ice/fin
GDXX00,Lung needle biopsy,est/swe/lat/ice/den/fin/nor
GDXX04,Bronchoscopic lung needle biopsy,ice/fin
GDXX10,Lung needle biopsy for cytology,ice/fin
GEDE1B,Oesophageal ultrasonography of mediastinum,est/swe/lat/ice/den/fin/nor
GEDE2E,External ultrasonography of mediastinum,nor
GEDG1B,Heart and mediastinum MRI examination,swe/ice/den
GEEX00,Bronchoscopic biopsy of mediastinum,nor
GEO001,Preoperative radiotherapy of mediastinum,ice
GEO002,Radical radiotherapy of mediastinum,ice
GEO003,Adjuvant radiotherapy of mediastinum,ice
GEO004,Palliativer radiotherapy of mediastinum,ice
GEO029,Rardiotherapy of local recidive of tumour of mediastinum,ice
GEO049,Radiotherapy of methastasis in mediastinum,ice
GEO090,Profylactic radiotherapy of mediastinum,ice
GEO099,Other radiotherapy of mediastinum,ice
GESA00,Mediastinoscopy,est/swe/lat/ice/den/fin/nor
GESA10,Mediastinoscopy with removal of foreign body,est/swe/lat/ice/den/fin/nor
GESA20,Mediastinoscopy with excision of lesion,est/swe/lat/ice/den/fin/nor
GESA96,Other mediastinoscopic procedure,est/swe/lat/ice/den/fin/nor
GESB10,Mediastinotomy,est/swe/lat/ice/den/fin/nor
GESB20,Mediastinotomy with removal of foreign body,est/swe/lat/ice/den/fin/nor
GESB30,Mediastinotomy and excision of lesion,est/swe/lat/ice/den/fin/nor
GESB40,Mediastinotomy and extended excision of lesion,est/swe/lat/ice/den/fin/nor
GESB96,Other mediastionotomy,est/swe/lat/ice/den/fin/nor
GESC00,Biopsy of thymus,est/swe/lat/ice/den/fin/nor
GESC03,Mediastinoscopic biopsy of thymus,est/swe/lat/ice/den/fin/nor
GESC10,Transcervical resection of thymus,est/swe/lat/ice/den/fin/nor
GESC13,Transsternal resection of thymus,est/swe/lat/ice/den/fin/nor
GESC14,Thoracoscopic resection of thymus,est/swe/lat/ice/den/fin/nor
GESC16,Mediastinoscopic resection of thymus,est/swe/lat/ice/den/fin/nor
GESC20,Transcervical thymectomy,est/swe/lat/ice/den/fin/nor
GESC23,Transsternal thymectomy,est/swe/lat/ice/den/fin/nor
GESC24,Thoracoscopic thymectomy,est/swe/lat/ice/den/fin/nor
GESC26,Mediastinoscopic thymectomy,est/swe/lat/ice/den/fin/nor
GESC93,Other mediastinoscopic operation on thymus,est/swe/lat/ice/den/nor
GESC96,Other operation on thymus,est/swe/lat/ice/den/fin/nor
GESC97,Other thoracoscopic operation on thymus,est/swe/lat/ice/den/fin/nor
GESW96,Other operation on mediastinum,est/swe/lat/ice/den/fin/nor
GEXA00,Thorax and mediastinum coagulation with radiologic guidance,fin
GEXX00,Needle biopsy of mediastinum,est/swe/lat/ice/den/fin/nor
