ord,id,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
30600110000,106D011000,156O,0,+,6.0,,,,S,06S01,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600110010,106D011001,156O,0,+,6.0,,,,S,06S01,,99X35,,,,,,<1,N,swe
30600210000,106D021000,147O,0,+,6.0,,,,S,06S03,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600210010,106D021001,147O,0,+,6.0,,,,S,06S03,,99X35,,,,,,<1,N,swe
30600310000,106D031000,149O,0,+,6.0,,,,S,06S02,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600310010,106D031001,149O,0,+,6.0,,,,S,06S02,,99X35,,,,,,<1,N,swe
30600410000,106D041000,151O,0,+,6.0,,,,S,06S04,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600410001,106D0410001,151O,0,+,6.0,,,,S,06S04,,,,,,,,<1,N,swe
30600510900,106D051090,153O,0,+,6.0,,,,S,06S06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600510901,106D0510901,153O,0,+,6.0,,,,S,06S06,,,,,,,,<1,N,swe
30600510910,106D051091,153O,0,+,6.0,,,,,06S06,,00X10,,,,,,<2,N,den/est/fin/ice/lat
30600510911,106D0510911,153O,0,+,6.0,,,,,06S06,,00X10,,,,,,<1,N,swe
30600511000,106D051100,167O,0,+,6.0,,,,S,06S05,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600511001,106D0511001,167O,0,+,6.0,,,,S,06S05,,,,,,,,<1,N,swe
30600710000,106D071000,158O,0,+,6.0,,,,S,06S07,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600710001,106D0710001,158O,0,+,6.0,,,,S,06S07,,,,,,,,<1,N,swe
30600710010,106D071001,158O,0,+,6.0,,,,,06S07,,00X10,,,,,,<2,N,den/est/fin/ice/lat
30600710011,106D0710011,158O,0,+,6.0,,,,,06S07,,00X10,,,,,,<1,N,swe
30600800000,106D080000,160O,0,+,6.0,,,,S,06S09,,,,,,,,<2,N,fin
30600900000,106D090000,162P,0,+,6.0,,,,S,06S08,,99X04,,,,,,<2,N,den/est/fin/ice/lat/nor
30600900002,106D0900002,162P,0,+,6.0,,,,S,06S08,,99X04,,,,,,<1,N,swe
30600900200,106D090020,162P,0,+,6.0,,,,S,06S08,06S09,,,,,,,<1,N,swe
30600900201,106D0900200,162P,0,+,6.0,,,,S,06S08,06S09,,,,,,,<2,N,den/est/ice/lat/nor
30600910000,106D091000,162O,0,+,6.0,,,,S,06S08,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600910001,106D0910001,162O,0,+,6.0,,,,S,06S08,,,,,,,,<1,N,swe
30600911000,106D0911000,160O,0,+,6.0,,,,S,06S09,,,,,,,,<2,N,den/est/ice/lat/nor
30600911001,106D0911001,160O,0,+,6.0,,,,S,06S09,,,,,,,,<1,N,swe
30601100000,106D110000,171O,0,+,6.0,,,,S,06S10,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601100001,106D1100001,171O,0,+,6.0,,,,S,06S10,,,,,,,,<1,N,swe
30601100010,106D110001,171O,0,+,6.0,,,,,06S10,,00X10,,,,,,<2,N,fin
30601100100,106D110010,171O,0,+,6.0,,,,,06S10,,00X10,,,,,,<2,N,den/est/ice/lat
30601100101,106D1100101,171O,0,+,6.0,,,,,06S10,,00X10,,,,,,<1,N,swe
30601101000,106D110100,171O,0,+,6.0,,,,S,06S20,,06X06,,,,,,<2,N,den/est/fin/ice/lat/nor
30601101001,106D1101001,171O,0,+,6.0,,,,S,06S20,,06X06,,,,,,<1,N,swe
30601150000,106D115000,806NH,0,+,6.0,,,,N,90S02,90O10,,,,,,,<2,N,nor
30601200000,106D120000,703O,0,+,6.0,,,,P,06E03,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601200001,106D1200001,703O,0,+,6.0,,,,P,06E03,,,,,,,,<1,N,swe
30601200100,106D120010,713O,0,+,6.0,,,,P,06E13,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601200101,106D1200101,713O,0,+,6.0,,,,P,06E13,,,,,,,,<1,N,swe
30601200260,106D120026,851F,0,+,6.0,,,,,90T05,,90X01,,,,,,<2,N,nor
30601200270,106D120027,851F,0,+,6.0,,,,,90T05,,90X02,,,,,,<2,N,nor
30601200635,106D1201002,703O,0,+,6.0,,,,P,06E11,,90X15,,,,,,<2,N,nor/ice
30601201000,106D120100,706O,0,+,6.0,,,,P,06E06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601201001,106D1201001,706O,0,+,6.0,,,,P,06E06,,,,,,,,<1,N,swe
30601201100,106D120110,704O,0,+,6.0,,,,P,06E04,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601201101,106D1201101,704O,0,+,6.0,,,,P,06E04,,,,,,,,<1,N,swe
30601201300,106D120130,707O,0,+,6.0,,,,P,06E07,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601201301,106D1201301,707O,0,+,6.0,,,,P,06E07,,,,,,,,<1,N,swe
30601201311,106D1201311,707P,0,+,6.0,,,,,06E08,,,,,,,,<2,N,fin/est/lat
30601201312,106D1201312,707P,0,+,6.0,,,,,06E08,,,,,,,,<1,N,ice
30601201313,106D1201313,707P,0,+,6.0,,,,P,06E08,,,,,,,,<2,N,nor
30601201400,106D120140,714O,0,+,6.0,,,,P,06E14,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601201401,106D1201401,714O,0,+,6.0,,,,P,06E14,,,,,,,,<1,N,swe
30601205000,106D120500,709O,0,+,6.0,,,,P,06E09,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601205001,106D1205001,709O,0,+,6.0,,,,P,06E09,,,,,,,,<1,N,swe
30601205003,106D120498,720P,0,+,6.0,,,,P,06E20,,00X10,,,,,,<2,N,fin
30601205005,106D120499,720Q,0,+,6.0,,,,P,06E20,,,,,,,,<2,N,fin
30601205010,106D120501,720O,0,+,6.0,,,,P,06E20,,,,,,,,<2,N,den/est/ice/lat/nor
30601205025,106D1205009,720P,0,+,6.0,,,,P,06E20,,00X10,,,,,,<1,N,swe
30601205040,106D1205010,720Q,0,+,6.0,,,,P,06E20,,,,,,,,<1,N,swe
30601205077,106D120508,720P,0,+,6.0,,,,P,06E10,06E11,00X10,,,,,,<2,N,fin
30601205085,106D120509,720Q,0,+,6.0,,,,P,06E10,06E11,,,,,,,<2,N,fin
30601205100,106D120510,720O,0,+,6.0,,,,P,06E10,06E11,,,,,,,<2,N,den/est/ice/lat/nor
30601205116,106D1205099,720P,0,+,6.0,,,,P,06E10,06E11,00X10,,,,,,<1,N,swe
30601205133,106D1205100,720Q,0,+,6.0,,,,P,06E10,06E11,,,,,,,<1,N,swe
30601205174,106D120518,710P,0,+,6.0,,,,P,06E10,,00X10,,,,,,<2,N,fin
30601205183,106D120519,710Q,0,+,6.0,,,,P,06E10,,,,,,,,<2,N,fin
30601205200,106D120520,710O,0,+,6.0,,,,P,06E10,,,,,,,,<2,N,den/est/ice/lat/nor
30601205216,106D1205199,710P,0,+,6.0,,,,P,06E10,,00X10,,,,,,<1,N,swe
30601205233,106D1205200,710Q,0,+,6.0,,,,P,06E10,,,,,,,,<1,N,swe
30601205274,106D120528,711P,0,+,6.0,,,,P,06E11,,00X10,,,,,,<2,N,fin
30601205283,106D120529,711Q,0,+,6.0,,,,P,06E11,,,,,,,,<2,N,fin
30601205300,106D120530,711O,0,+,6.0,,,,P,06E11,,,,,,,,<2,N,den/est/ice/lat/nor
30601205316,106D1205299,711P,0,+,6.0,,,,P,06E11,,00X10,,,,,,<1,N,swe
30601205333,106D1205300,711Q,0,+,6.0,,,,P,06E11,,,,,,,,<1,N,swe
30601205400,106D120540,712O,0,+,6.0,,,,P,06E12,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601205401,106D1205401,712O,0,+,6.0,,,,P,06E12,,,,,,,,<1,N,swe
30601205410,106D120541,712O,0,+,6.0,,,,,06E12,,00X10,,,,,,<1,N,swe
30601205600,106D120560,702O,0,+,6.0,,,,P,04E02,,,,,,,,<2,N,den/est/lat
30601205601,106D1205601,702O,0,+,6.0,,,,P,04E02,,,,,,,,<1,N,swe
30601220000,106D122000,906FQ,0,+,6.0,,,,N,06D32,,,,,,,,<2,N,fin
30601220200,106D122020,905FS,0,+,6.0,,,,N,06D62,,,,,,,,<2,N,fin
30601221000,106D122100,901FQ,0,+,6.0,,,,N,90D02,,90X01,,,,,,<2,N,fin
30601221200,106D122120,905FQ,0,+,6.0,,,,N,90D22,,90X01,,,,,,<2,N,fin
30601221400,106D122140,906FQ,0,+,6.0,,,,N,90D32,,90X01,,,,,,<2,N,fin
30601221600,106D122160,908FQ,0,+,6.0,,,,N,90D42,,90X01,,,,,,<2,N,fin
30601221800,106D122180,905FS,0,+,6.0,,,,N,90D62,,90X01,,,,,,<2,N,fin
30601222000,106D122200,905FT,0,+,6.0,,,,N,90D64,,90X01,,,,,,<2,,fin
30601222200,106D122220,917FW,0,+,6.0,,,,N,90D92,,90X01,,,,,,<2,N,fin
30601223000,106D122300,906FP,0,+,6.0,,,,N,06D31,,,,,,,,<2,N,fin
30601223200,106D122320,908FP,0,+,6.0,,,,N,06D41,,,,,,,,<2,N,fin
30601223400,106D122340,905FR,0,+,6.0,,,,N,06D61,,,,,,,,<2,N,fin
30601224000,106D122400,901FP,0,+,6.0,,,,N,90D01,,90X01,,,,,,<2,N,fin
30601224200,106D122420,905FP,0,+,6.0,,,,N,90D21,,90X01,,,,,,<2,N,fin
30601224400,106D122440,906FP,0,+,6.0,,,,N,90D31,,90X01,,,,,,<2,N,fin
30601224600,106D122460,908FP,0,+,6.0,,,,N,90D41,,90X01,,,,,,<2,N,fin
30601224800,106D122480,910FP,0,+,6.0,,,,N,90D11,,90X01,,,,,,<2,N,fin
30601225000,106D122500,905FR,0,+,6.0,,,,N,90D61,,90X01,,,,,,<2,N,fin
30601225200,106D122520,917FV,0,+,6.0,,,,N,90D91,,90X01,,,,,,<2,N,fin
30601230200,106D123020,906FB,0,+,6.0,,,,N,90T01,90S01,90X01,,,,,,<2,N,fin
30601230210,106D123021,906FB,0,+,6.0,,,,N,99S80,,90X01,,,,,,<2,N,fin
30601230400,106D123040,906FA,0,+,6.0,,,,N,90T06,,90X01,,,,,,<2,N,fin
30601230410,106D123041,906FA,0,+,6.0,,,,N,90T07,,90X01,,,,,,<2,N,fin
30601230420,106D123042,906FA,0,+,6.0,,,,N,90T08,,90X01,,,,,,<2,N,fin
30601230430,106D123043,906FA,0,+,6.0,,,,N,90T05,,90X01,,,,,,<2,N,fin
30601280000,106D128000,806NP,0,+,6.0,,,,N,06O04,,,,,,,,<2,N,ice
30601280001,106D1280001,806NP,0,+,6.0,,,,N,06O04,,,,,,,,<1,N,nor
30601281000,106D128100,806NR,0,+,6.0,,,,N,06O05,,,,,,,,<2,N,ice
30601281001,106D1281001,806NR,0,+,6.0,,,,N,06O05,,,,,,,,<1,N,nor
30601282000,106D128200,806NS,0,+,6.0,,,,N,06O06,,,,,,,,<2,N,ice
30601282001,106D1282001,807NP,0,+,6.0,,,,N,06O06,,,,,,,,<2,N,nor
30601299240,106D129924,906FG,0,+,6.0,,,,N,99T00,90S01,,,,,,,<2,N,fin
30601299600,106D129960,906O,0,+,6.0,,,,Z,,,,,,,,,<2,N,den/est/fin/lat
30609999990,106D999999,806O,0,+,6.0,,,,N,,,,,,,,,<2,N,den/est/fin/lat
30700100000,107D010000,192O,0,+,7.0,,,,S,07S01,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700100010,107D010001,192O,0,+,7.0,,,,S,07S01,,99X35,,,,,,<1,N,swe
30700200000,107D020000,494O,0,+,7.0,,,,S,07S05,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700200001,107D0200001,494O,0,+,7.0,,,,S,07S05,,,,,,,,<1,N,swe
30700200100,107D020010,494O,0,+,7.0,,,,,07S05,,00X10,,,,,,<2,N,den/est/ice/lat
30700200101,107D0200101,494O,0,+,,,07P14,,S,07S05,,,,,,,,<2,N,nor
30700200102,107D0200102,494O,0,+,7.0,,,,,07S05,,00X10,,,,,,<1,N,swe
30700200200,107D020020,494O,0,+,,,07P14,,S,07S05,,,,,,,,<2,N,den/est/ice/lat
30700200300,107D020030,494O,0,+,,,07P14,,,07S05,,00X10,,,,,,<2,N,den/ice
30700201000,107D020100,494O,0,+,7.0,,,,,07S05,,00X10,,,,,,<2,N,fin
30700201001,107D0201001,494O,0,+,,,07P14,,S,07S05,,,,,,,,<1,N,swe
30700202000,107D020200,494O,0,+,,,07P14,,S,07S05,,,,,,,,<2,N,fin
30700202001,107D0202001,494O,0,+,,,07P14,,,07S05,,00X10,,,,,,<1,N,swe
30700510000,107D051000,494O,0,+,7.0,,,,S,07S02,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700510001,107D0510001,494O,0,+,7.0,,,,S,07S02,,,,,,,,<1,N,swe
30700510100,107D051010,494O,0,+,7.0,,,,,07S02,,00X10,,,,,,<2,N,den/est/ice/lat
30700510101,107D0510101,494O,0,+,,,07P14,,S,07S02,,,,,,,,<2,N,nor
30700510102,107D0510102,494O,0,+,7.0,,,,,07S02,,00X10,,,,,,<1,N,swe
30700510200,107D051020,494O,0,+,,,07P14,,S,07S02,,,,,,,,<2,N,den/est/ice/lat
30700510300,107D051030,494O,0,+,,,07P14,,,07S02,,00X10,,,,,,<2,N,den/est/lat
30700511000,107D051100,494O,0,+,7.0,,,,,07S02,,00X10,,,,,,<2,N,fin
30700512000,107D051200,494O,0,+,,,07P14,,S,07S02,,,,,,,,<2,N,fin
30700515000,107D051500,494O,0,+,,,07P14,,S,07S02,,,,,,,,<1,N,swe
30700518000,107D051800,494O,0,+,,,07P14,,,07S02,,00X10,,,,,,<1,N,swe
30700610000,107D061000,494O,0,+,7.0,,,,S,07S03,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700610001,107D0610001,494O,0,+,7.0,,,,S,07S03,,,,,,,,<1,N,swe
30700610100,107D061010,494O,0,+,,,07P14,,S,07S03,,,,,,,,<2,N,ice/nor
30700610200,107D061020,494O,0,+,,,07P14,,S,07S03,,,,,,,,<2,N,den/est/lat
30700611000,107D061100,494O,0,+,,,07P14,,S,07S03,,,,,,,,<2,N,fin
30700615000,107D061500,494O,0,+,,,07P14,,S,07S03,,,,,,,,<1,N,swe
30700710000,107D071000,494O,0,+,7.0,,,,S,07S04,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700710001,107D0710001,494O,0,+,7.0,,,,S,07S04,,,,,,,,<1,N,swe
30700710100,107D071010,494O,0,+,,,07P14,,S,07S04,,,,,,,,<2,N,ice/nor
30700710200,107D071020,494O,0,+,,,07P14,,S,07S04,,,,,,,,<2,N,den/est/lat
30700711000,107D071100,494O,0,+,,,07P14,,S,07S04,,,,,,,,<2,N,fin
30700715000,107D071500,494O,0,+,,,07P14,,S,07S04,,,,,,,,<1,N,swe
30701000000,107D100000,200O,0,+,7.0,,,,S,07S06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701000001,107D1000001,200O,0,+,7.0,,,,S,07S06,,,,,,,,<1,N,swe
30701001000,107D100100,200O,0,+,7.0,,,,,07S06,,00X10,,,,,,<2,N,den/est/ice/lat
30701001001,107D1001001,200O,0,+,7.0,,,,,07S06,,00X10,,,,,,<1,N,swe
30701010000,107D101000,200O,0,+,7.0,,,,,07S06,,00X10,,,,,,<2,N,fin
30701300000,107D130000,201O,0,+,7.0,,,,S,07S07,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701300001,107D1300001,201O,0,+,7.0,,,,S,07S07,,,,,,,,<1,N,swe
30701300100,107D130010,201O,0,+,7.0,,,,,07S07,,00X10,,,,,,<2,N,den/est/ice/lat
30701300101,107D1300101,201O,0,+,,,07P14,,S,07S07,,,,,,,,<2,N,nor
30701300102,107D1300102,201O,0,+,7.0,,,,,07S07,,00X10,,,,,,<1,N,swe
30701300200,107D130020,201O,0,+,,,07P14,,S,07S07,,,,,,,,<2,N,den/est/ice/lat
30701300300,107D130030,201O,0,+,,,07P14,,,07S07,,00X10,,,,,,<2,N,den
30701301000,107D130100,201O,0,+,7.0,,,,,07S07,,00X10,,,,,,<2,N,fin
30701302000,107D130200,201O,0,+,,,07P14,,S,07S07,,,,,,,,<2,N,fin
30701305000,107D130500,201O,0,+,,,07P14,,S,07S07,,,,,,,,<1,N,swe
30701307000,107D130700,201O,0,+,,,07P14,,,07S07,,00X10,,,,,,<1,N,swe
30701310000,107D131000,494O,0,+,7.0,,,,S,07S08,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701310001,107D1310001,494O,0,+,7.0,,,,S,07S08,,,,,,,,<1,N,swe
30701310100,107D131010,494O,0,+,7.0,,,,,07S08,,00X10,,,,,,<2,N,den/est/ice/lat
30701310101,107D1310101,494O,0,+,,,07P14,,S,07S08,,,,,,,,<2,N,nor
30701310102,107D1310102,494O,0,+,7.0,,,,,07S08,,00X10,,,,,,<1,N,swe
30701310200,107D131020,494O,0,+,,,07P14,,S,07S08,,,,,,,,<2,N,den/est/ice/lat
30701310300,107D131030,494O,0,+,,,07P14,,,07S08,,00X10,,,,,,<2,N,den/ice
30701311000,107D131100,494O,0,+,7.0,,,,,07S08,,00X10,,,,,,<2,N,fin
30701312000,107D131200,494O,0,+,,,07P14,,S,07S08,,,,,,,,<2,N,fin
30701315000,107D131500,494O,0,+,,,07P14,,S,07S08,,,,,,,,<1,N,swe
30701317000,107D131700,494O,0,+,,,07P14,,,07S08,,00X10,,,,,,<1,N,swe
30701320060,107D132006,851F,0,+,7.0,,,,,90T05,,90X01,,,,,,<2,N,nor
30701320070,107D132007,851F,0,+,7.0,,,,,90T05,,90X02,,,,,,<2,N,nor
30701400000,107D140000,713O,0,+,7.0,,,,P,07E13,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701400001,107D1400001,713O,0,+,7.0,,,,P,07E13,,,,,,,,<1,N,swe
30701401000,107D140100,714O,0,+,7.0,,,,P,07E14,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701401001,107D1401001,714O,0,+,7.0,,,,P,07E14,,,,,,,,<1,N,swe
30701401200,107D140120,706O,0,+,7.0,,,,P,07E06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701401201,107D1401201,706O,0,+,7.0,,,,P,07E06,,,,,,,,<1,N,swe
30701406000,107D140600,715O,0,+,7.0,,,,P,07E15,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701406001,107D1406001,715O,0,+,7.0,,,,P,07E15,,,,,,,,<1,N,swe
30701406250,107D140698,711P,0,+,7.0,,,,P,06E11,,00X10,,,,,,<2,N,fin
30701406500,107D140699,711Q,0,+,7.0,,,,P,06E11,,,,,,,,<2,N,fin
30701407000,107D140700,711O,0,+,7.0,,,,P,06E11,,,,,,,,<2,N,den/est/ice/lat/nor
30701407003,107D1406999,711P,0,+,7.0,,,,P,06E11,,00X10,,,,,,<1,N,swe
30701407006,107D1407000,711Q,0,+,7.0,,,,P,06E11,,,,,,,,<1,N,swe
30701407020,107D140702,702O,0,+,7.0,,,,P,04E02,,,,,,,,<2,N,den/est/lat
30701407021,107D1407021,702O,0,+,7.0,,,,P,04E02,,,,,,,,<1,N,swe
30701491000,107D149100,906FQ,0,+,7.0,,,,N,07D32,,,,,,,,<2,N,fin
30701491200,107D149120,905FS,0,+,7.0,,,,N,07D62,,,,,,,,<2,N,fin
30701492000,107D149200,901FQ,0,+,7.0,,,,N,90D02,,90X01,,,,,,<2,N,fin
30701492200,107D149220,905FQ,0,+,7.0,,,,N,90D22,,90X01,,,,,,<2,N,fin
30701492400,107D149240,906FQ,0,+,7.0,,,,N,90D32,,90X01,,,,,,<2,N,fin
30701492600,107D149260,908FQ,0,+,7.0,,,,N,90D42,,90X01,,,,,,<2,N,fin
30701492800,107D149280,905FS,0,+,7.0,,,,N,90D62,,90X01,,,,,,<2,N,fin
30701493000,107D149300,905FT,0,+,7.0,,,,N,90D64,,90X01,,,,,,<2,N,fin
30701493200,107D149320,917FW,0,+,7.0,,,,N,90D92,,90X01,,,,,,<2,N,fin
30701494000,107D149400,906FP,0,+,7.0,,,,N,07D31,,,,,,,,<2,N,fin
30701494200,107D149420,905FR,0,+,7.0,,,,N,07D61,,,,,,,,<2,N,fin
30701494400,107D149440,901FP,0,+,7.0,,,,N,90D01,,90X01,,,,,,<2,N,fin
30701494600,107D149460,905FP,0,+,7.0,,,,N,90D21,,90X01,,,,,,<2,N,fin
30701494800,107D149480,906FP,0,+,7.0,,,,N,90D31,,90X01,,,,,,<2,N,fin
30701495000,107D149500,908FP,0,+,7.0,,,,N,90D41,,90X01,,,,,,<2,N,fin
30701495200,107D149520,910FP,0,+,7.0,,,,N,90D11,,90X01,,,,,,<2,N,fin
30701495400,107D149540,905FR,0,+,7.0,,,,N,90D61,,90X01,,,,,,<2,N,fin
30701495600,107D149560,917FV,0,+,7.0,,,,N,90D91,,90X01,,,,,,<2,N,fin
30701496200,107D149620,907FB,0,+,7.0,,,,N,90T01,90S01,90X01,,,,,,<2,N,fin
30701496210,107D149621,907FB,0,+,7.0,,,,N,99S80,,90X01,,,,,,<2,N,fin
30701496300,107D149630,907FA,0,+,7.0,,,,N,90T06,,90X01,,,,,,<2,N,fin
30701496310,107D149631,907FA,0,+,7.0,,,,N,90T07,,90X01,,,,,,<2,N,fin
30701496320,107D149632,907FA,0,+,7.0,,,,N,90T08,,90X01,,,,,,<2,N,fin
30701496330,107D149633,907FA,0,+,7.0,,,,N,90T05,,90X01,,,,,,<2,N,fin
30701498000,107D149800,807NP,0,+,7.0,,,,N,07O01,,,,,,,,<2,N,ice/nor
30701499600,107D149960,907O,0,+,7.0,,,,Z,,,,,,,,,<2,N,den/est/fin/lat
30701499900,107D149990,807O,0,+,7.0,,,,N,,,,,,,,,<2,N,den/est/fin/lat
30800300000,108D030000,209O,0,+,8.0,,,,S,08S92,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30800300001,108D0300001,209O,0,+,8.0,,,,S,08S92,,,,,,,,<1,N,swe
30800300100,108D030010,209O,0,+,8.0,,,,S,08S95,,,,,,,,<2,N,den/est/ice/lat
30800300101,108D0300101,209O,0,+,8.0,,,,S,08S79,,,,,,,,<2,N,fin
30800300110,108D030011,209O,0,+,8.0,,,,S,08S95,,99X35,,,,,,<1,N,swe
30800301000,108D030100,209O,0,+,8.0,,,,S,08S81,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30800301010,108D030101,209O,0,+,8.0,,,,S,08S81,,99X35,,,,,,<1,N,swe
30800302000,108D030200,209O,0,+,8.0,,,,S,08S82,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30800302010,108D030201,209O,0,+,8.0,,,,S,08S82,,99X35,,,,,,<1,N,swe
30800303000,108D030300,209O,0,+,8.0,,,,S,08S83,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30800303010,108D030301,209O,0,+,8.0,,,,S,08S83,,99X35,,,,,,<1,N,swe
30800400000,108D040000,217O,0,+,8.0,,,,S,08S02,,-08X14,,,,,,<2,N,den/est/fin/ice/lat/nor
30800400001,108D0400001,217O,0,+,8.0,,,,S,08S02,,-08X14,,,,,,<1,N,swe
30800405000,108D040500,212O,0,+,8.0,,,,S,08S71,,,,,,,,<2,N,nor
30800405100,108D040510,212O,0,+,8.0,,,,S,08S43,,08X20,,,,,,<2,N,nor
30800410000,108D041000,216O,0,+,8.0,,,,S,08S04,,,,,,,,<2,N,den/est/fin/ice/lat
30800410001,108D0410001,216O,0,+,8.0,,,,S,08S04,,,,,,,,<1,N,swe
30800410100,108D041010,216O,0,+,8.0,,,,,08S04,,00X10,,,,,,<2,N,den/est/ice/lat
30800410101,108D0410101,216O,0,+,8.0,,,,,08S04,,00X10,,,,,,<1,N,swe
30800411000,108D041100,216O,0,+,8.0,,,,,08S04,,00X10,,,,,,<2,N,fin
30800510000,108D051000,212O,0,+,8.0,,,,S,08S71,,,,,,,,<2,N,fin
30800511000,108D051100,212O,0,+,8.0,,,,S,08S71,,,,,,,,<2,N,den/est/ice/lat/nor
30800511001,108D0511001,212O,0,+,8.0,,,,,08S71,,00X10,,,,,,<2,N,fin
30800511002,108D0511002,212O,0,+,8.0,,,,S,08S71,,,,,,,,<1,N,swe
30800511100,108D051110,212O,0,+,8.0,,,,,08S71,,00X10,,,,,,<2,N,den/est/ice/lat
30800511101,108D0511101,212O,0,+,8.0,,,,,08S71,,00X10,,,,,,<1,N,swe
30800512000,108D051200,212O,0,+,8.0,,,,S,08S43,,08X20,,,,,,<2,N,den/est/fin/ice/lat/nor
30800512001,108D0512001,212O,0,+,8.0,,,,S,08S43,,08X20,,,,,,<1,N,swe
30800800000,108D080000,213O,0,+,8.0,,,,S,08S06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30800800010,108D080001,213O,0,+,8.0,,,,S,08S06,,99X35,,,,,,<1,N,swe
30800801000,108D080100,213O,0,+,8.0,,,,,08S06,,00X10,,,,,,<2,N,den/est/ice/lat
30800810000,108D081000,213O,0,+,8.0,,,,,08S06,,00X10,,,,,,<2,N,fin
30800900000,108D090000,491O,0,+,8.0,,,,S,08S60,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30800900010,108D090001,491O,0,+,8.0,,,,S,08S60,,99X35,,,,,,<1,N,swe
30801000000,108D100000,215O,0,+,8.0,,,,S,08S08,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30801000010,108D100001,215O,0,+,8.0,,,,S,08S08,,99X35,,,,,,<1,N,swe
30801001000,108D100100,215O,0,+,8.0,,,,,08S08,,00X10,,,,,,<2,N,den/est/ice/lat
30801010000,108D101000,215O,0,+,8.0,,,,,08S08,,00X10,,,,,,<2,N,fin
30801100000,108D110000,222P,0,+,8.0,,,,S,08S70,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30801100001,108D1100001,222P,0,+,8.0,,,,S,08S70,,,,,,,,<1,N,swe
30801101000,108D110100,222P,0,+,8.0,,,,,08S70,,00X10,,,,,,<2,N,ice
30801200000,108D120000,222O,0,+,8.0,,,,S,08S72,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30801200001,108D1200001,222O,0,+,8.0,,,,S,08S72,,,,,,,,<1,N,swe
30801200010,108D120001,222O,0,+,8.0,,,,,08S72,,00X10,,,,,,<2,N,fin
30801200100,108D120010,222O,0,+,8.0,,,,,08S72,,00X10,,,,,,<2,N,den/est/ice/lat
30801200101,108D1200101,222O,0,+,8.0,,,,,08S72,,00X10,,,,,,<1,N,swe
30801201000,108D120100,222O,0,+,8.0,,,,S,08S75,,08X10,,,,,,<2,N,den/est/fin/ice/lat/nor
30801201001,108D1201001,222O,0,+,8.0,,,,S,08S75,,08X10,,,,,,<1,N,swe
30801201010,108D120101,222O,0,+,8.0,,,,,08S75,,08X10,00X10,,,,,<2,N,fin
30801201100,108D120110,222O,0,+,8.0,,,,,08S75,,08X10,00X10,,,,,<2,N,den/est/ice/lat
30801201101,108D1201101,222O,0,+,8.0,,,,,08S75,,08X10,00X10,,,,,<1,N,swe
30801203000,108D120300,222O,0,+,8.0,,,,S,08S44,,08X10,08X20,,,,,<2,N,den/nor
30801500100,108D150010,220O,0,+,8.0,,,,S,08S53,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30801500101,108D1500101,220O,0,+,8.0,,,,S,08S53,,,,,,,,<1,N,swe
30801500200,108D150020,220O,0,+,8.0,,,,S,08S73,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30801500201,108D1500201,220O,0,+,8.0,,,,S,08S73,,,,,,,,<1,N,swe
