code_plus,text_plus,ast,nat_ver
A2100,Ulceroglandular tularaemia,,est/swe/lat/ice/den/fin/nor
A2110,Oculoglandular tularaemia,,est/swe/lat/ice/den/fin/nor
A2120,Pulmonary tularaemia,,est/swe/lat/ice/den/fin/nor
A2130,Gastrointestinal tularaemia,,est/swe/lat/ice/den/fin/nor
A2170,Generalized tularaemia,,est/swe/lat/ice/den/fin/nor
A2180,Other forms of tularaemia,,est/swe/lat/ice/den/fin/nor
A2190,"Tularaemia, unspecified",,est/swe/lat/ice/den/fin/nor
A2200,Cutaneous anthrax,,est/swe/lat/ice/den/fin/nor
A2210,Pulmonary anthrax,,est/swe/lat/ice/den/fin/nor
A2220,Gastrointestinal anthrax,,est/swe/lat/ice/den/fin/nor
A2270,Anthrax septicaemia,,est/swe/lat/ice/den/fin/nor
A2280,Other forms of anthrax,,est/swe/lat/ice/den/fin/nor
A2290,"Anthrax, unspecified",,est/swe/lat/ice/den/fin/nor
A2300,Brucellosis due to Brucella melitensis,,est/swe/lat/ice/den/fin/nor
A2310,Brucellosis due to Brucella abortus,,est/swe/lat/ice/den/fin/nor
A2320,Brucellosis due to Brucella suis,,est/swe/lat/ice/den/fin/nor
A2330,Brucellosis due to Brucella canis,,est/swe/lat/ice/den/fin/nor
A2380,Other brucellosis,,est/swe/lat/ice/den/fin/nor
A2390,"Brucellosis, unspecified",,est/swe/lat/ice/den/fin/nor
A2400,Glanders,,est/swe/lat/ice/den/fin/nor
A2410,Acute and fulminating melioidosis,,est/swe/lat/ice/den/fin/nor
A2420,Subacute and chronic melioidosis,,est/swe/lat/ice/den/fin/nor
A2430,Other melioidosis,,est/swe/lat/ice/den/fin/nor
A2440,"Melioidosis, unspecified",,est/swe/lat/ice/den/fin/nor
A2500,Spirillosis,,est/swe/lat/ice/den/fin/nor
A2510,Streptobacillosis,,est/swe/lat/ice/den/fin/nor
A2590,"Rat-bite fever, unspecified",,est/swe/lat/ice/den/fin/nor
A2600,Cutaneous erysipeloid,,est/swe/lat/ice/den/fin/nor
A2670,Erysipelothrix septicaemia,,est/swe/lat/ice/den/fin/nor
A2680,Other forms of erysipeloid,,est/swe/lat/ice/den/fin/nor
A2690,"Erysipeloid, unspecified",,est/swe/lat/ice/den/fin/nor
A2700,Leptospirosis icterohaemorrhagica,,est/swe/lat/ice/den/fin/nor
A2780,Other forms of leptospirosis,,est/swe/lat/ice/den/fin/nor
A2790,"Leptospirosis, unspecified",,est/swe/lat/ice/den/fin/nor
A2800,Pasteurellosis,,est/swe/lat/ice/den/fin/nor
A2810,Cat-scratch disease,,est/swe/lat/ice/den/fin/nor
A2820,Extraintestinal yersiniosis,,est/swe/lat/ice/den/fin/nor
A2880,"Other specified zoonotic bacterial diseases, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
A2890,"Zoonotic bacterial disease, unspecified",,est/swe/lat/ice/den/fin/nor
A3000,Indeterminate leprosy,,est/swe/lat/ice/den/fin/nor
A3010,Tuberculoid leprosy,,est/swe/lat/ice/den/fin/nor
A3020,Borderline tuberculoid leprosy,,est/swe/lat/ice/den/fin/nor
A3030,Borderline leprosy,,est/swe/lat/ice/den/fin/nor
A3040,Borderline lepromatous leprosy,,est/swe/lat/ice/den/fin/nor
A3050,Lepromatous leprosy,,est/swe/lat/ice/den/fin/nor
A3080,Other forms of leprosy,,est/swe/lat/ice/den/fin/nor
A3090,"Leprosy, unspecified",,est/swe/lat/ice/den/fin/nor
A3100,Pulmonary mycobacterial infection,,est/swe/lat/ice/den/fin/nor
A3110,Cutaneous mycobacterial infection,,est/swe/lat/ice/den/fin/nor
A3180,Other mycobacterial infections,,est/swe/lat/ice/den/fin/nor
A318A,Mycobacterial infections,,fin
A318B,Mycobacterium chelonei infections in mouth,,fin
A318C,Other mycobacterial infections in mouth,,fin
A3190,"Mycobacterial infection, unspecified",,est/swe/lat/ice/den/fin/nor
A3200,Cutaneous listeriosis,,est/swe/lat/ice/den/fin/nor
A3210,Listerial meningitis and meningoencephalitis,+,est/swe/lat/ice/den/fin/nor
A3270,Listerial septicaemia,,est/swe/lat/ice/den/fin/nor
A3280,Other forms of listeriosis,,est/swe/lat/ice/den/fin/nor
A3290,"Listeriosis, unspecified",,est/swe/lat/ice/den/fin/nor
A3300,Tetanus neonatorum,,est/swe/lat/ice/den/fin/nor
A3400,Obstetrical tetanus,,est/swe/lat/ice/den/fin/nor
A3500,Other tetanus,,est/swe/lat/ice/den/fin/nor
A3600,Pharyngeal diphtheria,,est/swe/lat/ice/den/fin/nor
A3610,Nasopharyngeal diphtheria,,est/swe/lat/ice/den/fin/nor
A3620,Laryngeal diphtheria,,est/swe/lat/ice/den/fin/nor
A3630,Cutaneous diphtheria,,est/swe/lat/ice/den/fin/nor
A3680,Other diphtheria,,est/swe/lat/ice/den/fin/nor
A3690,"Diphtheria, unspecified",,est/swe/lat/ice/den/fin/nor
A3700,Whooping cough due to Bordetella pertussis,,est/swe/lat/ice/den/fin/nor
A3710,Whooping cough due to Bordetella parapertussis,,est/swe/lat/ice/den/fin/nor
A3780,Whooping cough due to other Bordetella species,,est/swe/lat/ice/den/fin/nor
A3790,"Whooping cough, unspecified",,est/swe/lat/ice/den/fin/nor
A3800,Scarlet fever,,est/swe/lat/ice/den/fin/nor
A3900,Meningococcal meningitis (G01*),+,est/swe/lat/ice/den/fin/nor
A3910,Waterhouse-Friderichsen syndrome (E35.1*),+,est/swe/lat/ice/den/fin/nor
A3920,Acute meningococcaemia,,est/swe/lat/ice/den/fin/nor
A3930,Chronic meningococcaemia,,est/swe/lat/ice/den/fin/nor
A3940,"Meningococcaemia, unspecified",,est/swe/lat/ice/den/fin/nor
A3950,Meningococcal heart disease,+,est/swe/lat/ice/den/fin/nor
A3980,Other meningococcal infections,,est/swe/lat/ice/den/fin/nor
A3990,"Meningococcal infection, unspecified",,est/swe/lat/ice/den/fin/nor
A4000,"Septicaemia due to streptococcus, group A",,est/swe/lat/ice/den/fin/nor
A4010,"Septicaemia due to streptococcus, group B",,est/swe/lat/ice/den/fin/nor
A4020,"Septicaemia due to streptococcus, group D",,est/swe/lat/ice/den/fin/nor
A4030,Septicaemia due to Streptococcus pneumoniae,,est/swe/lat/ice/den/fin/nor
A4080,Other streptococcal septicaemia,,est/swe/lat/ice/den/fin/nor
A4090,"Streptococcal septicaemia, unspecified",,est/swe/lat/ice/den/fin/nor
A4100,Septicaemia due to Staphylococcus aureus,,est/swe/lat/ice/den/fin/nor
A4110,Septicaemia due to other specified staphylococcus,,est/swe/lat/ice/den/fin/nor
A4120,Septicaemia due to unspecified staphylococcus,,est/swe/lat/ice/den/fin/nor
A4130,Septicaemia due to Haemophilus influenzae,,est/swe/lat/ice/den/fin/nor
A4140,Septicaemia due to anaerobes,,est/swe/lat/ice/den/fin/nor
A4150,Septicaemia due to other Gram-negative organisms,,est/swe/lat/ice/den/fin/nor
A4180,Other specified septicaemia,,est/swe/lat/ice/den/fin/nor
A4190,"Septicaemia, unspecified",,est/swe/lat/ice/den/fin/nor
A4200,Pulmonary actinomycosis,,est/swe/lat/ice/den/fin/nor
A4210,Abdominal actinomycosis,,est/swe/lat/ice/den/fin/nor
A4220,Cervicofacial actinomycosis,,est/swe/lat/ice/den/fin/nor
A4270,Actinomycotic septicaemia,,est/swe/lat/ice/den/fin/nor
A4280,Other forms of actinomycosis,,est/swe/lat/ice/den/fin/nor
A4290,"Actinomycosis, unspecified",,est/swe/lat/ice/den/fin/nor
A4300,Pulmonary nocardiosis,,est/swe/lat/ice/den/fin/nor
A4310,Cutaneous nocardiosis,,est/swe/lat/ice/den/fin/nor
A4380,Other forms of nocardiosis,,est/swe/lat/ice/den/fin/nor
A4390,"Nocardiosis, unspecified",,est/swe/lat/ice/den/fin/nor
A4400,Systemic bartonellosis,,est/swe/lat/ice/den/fin/nor
A4410,Cutaneous and mucocutaneous bartonellosis,,est/swe/lat/ice/den/fin/nor
A4480,Other forms of bartonellosis,,est/swe/lat/ice/den/fin/nor
A4490,"Bartonellosis, unspecified",,est/swe/lat/ice/den/fin/nor
A4600,Erysipelas,,est/swe/lat/ice/den/fin/nor
A4800,Gas gangrene,,est/swe/lat/ice/den/fin/nor
A4810,Legionnaires' disease,,est/swe/lat/ice/den/fin/nor
A4820,Nonpneumonic Legionnaires' disease [Pontiac fever],,est/swe/lat/ice/den/fin/nor
A4830,Toxic shock syndrome,,est/swe/lat/ice/den/fin/nor
A4840,Brazilian purpuric fever,,est/swe/lat/ice/den/fin/nor
A4880,Other specified bacterial diseases,,est/swe/lat/ice/den/fin/nor
A4900,"Staphylococcal infection, unspecified",,est/swe/lat/ice/den/fin/nor
A4910,"Streptococcal infection, unspecified",,est/swe/lat/ice/den/fin/nor
A4920,"Haemophilus influenzae infection, unspecified",,est/swe/lat/ice/den/fin/nor
A4930,"Mycoplasma infection, unspecified",,est/swe/lat/ice/den/fin/nor
A4980,Other bacterial infections of unspecified site,,est/swe/lat/ice/den/fin/nor
A4990,"Bacterial infection, unspecified",,est/swe/lat/ice/den/fin/nor
A5000,"Early congenital syphilis, symptomatic",,est/swe/lat/ice/den/fin/nor
A5010,"Early congenital syphilis, latent",,est/swe/lat/ice/den/fin/nor
A5020,"Early congenital syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
A5030,Late congenital syphilitic oculopathy,,est/swe/lat/ice/den/fin/nor
A5040,Late congenital neurosyphilis [juvenile neurosyphilis],,est/swe/lat/ice/den/fin/nor
A5050,"Other late congenital syphilis, symptomatic",,est/swe/lat/ice/den/fin/nor
A505A,Late congenital syphilis with Parrot signs around mouth,,fin
A505B,"Late congenital syphilis, Hutchinson teeth",,fin
A505C,"Late congenital syphilis, Mulberry tooth",,fin
A505D,"Late congenital syphilis, other mouth symptoms",,fin
A505E,"Late congenital syphilis, unspecified mouth symptoms",,fin
A5060,"Late congenital syphilis, latent",,est/swe/lat/ice/den/fin/nor
A5070,"Late congenital syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
A5090,"Congenital syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
A5100,Primary genital syphilis,,est/swe/lat/ice/den/fin/nor
A5110,Primary anal syphilis,,est/swe/lat/ice/den/fin/nor
A5120,Primary syphilis of other sites,,est/swe/lat/ice/den/fin/nor
A5130,Secondary syphilis of skin and mucous membranes,,est/swe/lat/ice/den/fin/nor
A513A,Condyloma latum,,swe/den
A513B,Syfilitic (secondary) alopecia,,swe
A513C,Syfilitic scleroderma,,swe
A5140,Other secondary syphilis,,est/swe/lat/ice/den/fin/nor
A5150,"Early syphilis, latent",,est/swe/lat/ice/den/fin/nor
A5190,"Early syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
A5200,Cardiovascular syphilis,+,est/swe/lat/ice/den/fin/nor
A5210,Symptomatic neurosyphilis,,est/swe/lat/ice/den/fin/nor
A5220,Asymptomatic neurosyphilis,,est/swe/lat/ice/den/fin/nor
A5230,"Neurosyphilis, unspecified",,est/swe/lat/ice/den/fin/nor
A5270,Other symptomatic late syphilis,,est/swe/lat/ice/den/fin/nor
A527A,"Other symptomatic late syphilis, gumma of mouth",,fin
A527B,"Other symptomatic late syphilis, fistula in palate",,fin
A527C,"Other symptomatic late syphilis, inflammation of tongue",,fin
A527D,"Other symptomatic late syphilis, osteomyelitis in jaws",,fin
A527E,"Other symptomatic late syphilis, other mouth manifestation",,fin
A527F,"Other symptomatic late syphilis, unspecified mouth manifestation",,fin
A5280,"Late syphilis, latent",,est/swe/lat/ice/den/fin/nor
A5290,"Late syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
A5300,"Latent syphilis, unspecified as early or late",,est/swe/lat/ice/den/fin/nor
A5390,"Syphilis, unspecified",,est/swe/lat/ice/den/fin/nor
A5400,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,,est/swe/lat/ice/den/fin/nor
A540A,Gonococcal cervicitis,,swe/den
A540C,Gonococcal utrethritis NOS,,swe/den
A540D,Gonococcal vulvovaginitis NOS,,swe/den
A540E,Gonococcal balanitis,,swe/den
A540F,Gonococcal lymphangits of penis,,swe
A5410,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,,est/swe/lat/ice/den/fin/nor
A5420,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,,est/swe/lat/ice/den/fin/nor
A5430,Gonococcal infection of eye,,est/swe/lat/ice/den/fin/nor
A5440,Gonococcal infection of musculoskeletal system,+,est/swe/lat/ice/den/fin/nor
A5450,Gonococcal pharyngitis,,est/swe/lat/ice/den/fin/nor
A5460,Gonococcal infection of anus and rectum,,est/swe/lat/ice/den/fin/nor
A5480,Other gonococcal infections,,est/swe/lat/ice/den/fin/nor
A5490,"Gonococcal infection, unspecified",,est/swe/lat/ice/den/fin/nor
A5500,Chlamydial lymphogranuloma (venereum),,est/swe/lat/ice/den/fin/nor
A5600,Chlamydial infection of lower genitourinary tract,,est/swe/lat/ice/den/fin/nor
A560A,Chlamydial cervicitis,,swe
A560C,Chlamydial utethritis,,swe
A560D,Chlamydial vulvovaginitis,,swe
A5610,Chlamydial infection of pelviperitoneum and other genitourinary organs,,est/swe/lat/ice/den/fin/nor
A5620,"Chlamydial infection of genitourinary tract, unspecified",,est/swe/lat/ice/den/fin/nor
A5630,Chlamydial infection of anus and rectum,,est/swe/lat/ice/den/fin/nor
A5640,Chlamydial infection of pharynx,,est/swe/lat/ice/den/fin/nor
A5680,Sexually transmitted chlamydial infection of other sites,,est/swe/lat/ice/den/fin/nor
A5700,Chancroid,,est/swe/lat/ice/den/fin/nor
A5800,Granuloma inguinale,,est/swe/lat/ice/den/fin/nor
A5900,Urogenital trichomoniasis,,est/swe/lat/ice/den/fin/nor
A5980,Trichomoniasis of other sites,,est/swe/lat/ice/den/fin/nor
A5990,"Trichomoniasis, unspecified",,est/swe/lat/ice/den/fin/nor
A6000,Herpesviral infection of genitalia and urogenital tract,,est/swe/lat/ice/den/fin/nor
A6010,Herpesviral infection of perianal skin and rectum,,est/swe/lat/ice/den/fin/nor
A6090,"Anogenital herpesviral infection, unspecified",,est/swe/lat/ice/den/fin/nor
A6300,Anogenital (venereal) warts,,est/swe/lat/ice/den/fin/nor
A6380,Other specified predominantly sexually transmitted diseases,,est/swe/lat/ice/den/fin/nor
A6400,Unspecified sexually transmitted disease,,est/swe/lat/ice/den/fin/nor
A6500,Nonvenereal syphilis,,est/swe/lat/ice/den/fin/nor
A6600,Initial lesions of yaws,,est/swe/lat/ice/den/fin/nor
A6610,Multiple papillomata and wet crab yaws,,est/swe/lat/ice/den/fin/nor
A6620,Other early skin lesions of yaws,,est/swe/lat/ice/den/fin/nor
A6630,Hyperkeratosis of yaws,,est/swe/lat/ice/den/fin/nor
A6640,Gummata and ulcers of yaws,,est/swe/lat/ice/den/fin/nor
A6650,Gangosa,,est/swe/lat/ice/den/fin/nor
A6660,Bone and joint lesions of yaws,,est/swe/lat/ice/den/fin/nor
A6670,Other manifestations of yaws,,est/swe/lat/ice/den/fin/nor
A6680,Latent yaws,,est/swe/lat/ice/den/fin/nor
A6690,"Yaws, unspecified",,est/swe/lat/ice/den/fin/nor
A6700,Primary lesions of pinta,,est/swe/lat/ice/den/fin/nor
A6710,Intermediate lesions of pinta,,est/swe/lat/ice/den/fin/nor
A6720,Late lesions of pinta,,est/swe/lat/ice/den/fin/nor
A6730,Mixed lesions of pinta,,est/swe/lat/ice/den/fin/nor
A6790,"Pinta, unspecified",,est/swe/lat/ice/den/fin/nor
A6800,Louse-borne relapsing fever,,est/swe/lat/ice/den/fin/nor
A6810,Tick-borne relapsing fever,,est/swe/lat/ice/den/fin/nor
A6890,"Relapsing fever, unspecified",,est/swe/lat/ice/den/fin/nor
A691A,Vincent's tonsillo-pharyngitis,,swe/den/fin
A691X,Other Vincent's infections,,est/swe/lat/ice/den/fin/nor
A6920,Lyme disease,,est/swe/lat/ice/den/fin/nor
A6980,Other specified spirochaetal infections,,est/swe/lat/ice/den/fin/nor
A6990,"Spirochaetal infection, unspecified",,est/swe/lat/ice/den/fin/nor
A7000,Chlamydia psittaci infection,,est/swe/lat/ice/den/fin/nor
A7100,Initial stage of trachoma,,est/swe/lat/ice/den/fin/nor
A7110,Active stage of trachoma,,est/swe/lat/ice/den/fin/nor
A7190,"Trachoma, unspecified",,est/swe/lat/ice/den/fin/nor
A7400,Chlamydial conjunctivitis (H13.1*),+,est/swe/lat/ice/den/fin/nor
A7480,Other chlamydial diseases,,est/swe/lat/ice/den/fin/nor
A7490,"Chlamydial infection, unspecified",,est/swe/lat/ice/den/fin/nor
A7500,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,,est/swe/lat/ice/den/fin/nor
A7510,Recrudescent typhus [Brill's disease],,est/swe/lat/ice/den/fin/nor
A7520,Typhus fever due to Rickettsia typhi,,est/swe/lat/ice/den/fin/nor
A7530,Typhus fever due to Rickettsia tsutsugamushi,,est/swe/lat/ice/den/fin/nor
A7590,"Typhus fever, unspecified",,est/swe/lat/ice/den/fin/nor
A7700,Spotted fever due to Rickettsia rickettsii,,est/swe/lat/ice/den/fin/nor
A7710,Spotted fever due to Rickettsia conorii,,est/swe/lat/ice/den/fin/nor
A7720,Spotted fever due to Rickettsia sibirica,,est/swe/lat/ice/den/fin/nor
A7730,Spotted fever due to Rickettsia australis,,est/swe/lat/ice/den/fin/nor
A7780,Other spotted fevers,,est/swe/lat/ice/den/fin/nor
A7790,"Spotted fever, unspecified",,est/swe/lat/ice/den/fin/nor
A7800,Q fever,,est/swe/lat/ice/den/fin/nor
A7900,Trench fever,,est/swe/lat/ice/den/fin/nor
A7910,Rickettsialpox due to Rickettsia akari,,est/swe/lat/ice/den/fin/nor
A7980,Other specified rickettsioses,,est/swe/lat/ice/den/fin/nor
A7990,"Rickettsiosis, unspecified",,est/swe/lat/ice/den/fin/nor
A8000,"Acute paralytic poliomyelitis, vaccine-associated",,est/swe/lat/ice/den/fin/nor
A8010,"Acute paralytic poliomyelitis, wild virus, imported",,est/swe/lat/ice/den/fin/nor
A8020,"Acute paralytic poliomyelitis, wild virus, indigenous",,est/swe/lat/ice/den/fin/nor
A8030,"Acute paralytic poliomyelitis, other and unspecified",,est/swe/lat/ice/den/fin/nor
A8040,Acute nonparalytic poliomyelitis,,est/swe/lat/ice/den/fin/nor
A8090,"Acute poliomyelitis, unspecified",,est/swe/lat/ice/den/fin/nor
A8100,Creutzfeldt-Jakob disease,,est/swe/lat/ice/den/fin/nor
A8110,Subacute sclerosing panencephalitis,,est/swe/lat/ice/den/fin/nor
A8120,Progressive multifocal leukoencephalopathy,,est/swe/lat/ice/den/fin/nor
A8180,Other atypical virus infections of central nervous system,,est/swe/lat/ice/den/fin/nor
A8190,"Atypical virus infection of central nervous system, unspecified",,est/swe/lat/ice/den/fin/nor
A8200,Sylvatic rabies,,est/swe/lat/ice/den/fin/nor
A8210,Urban rabies,,est/swe/lat/ice/den/fin/nor
A8290,"Rabies, unspecified",,est/swe/lat/ice/den/fin/nor
A8300,Japanese encephalitis,,est/swe/lat/ice/den/fin/nor
A8310,Western equine encephalitis,,est/swe/lat/ice/den/fin/nor
A8320,Eastern equine encephalitis,,est/swe/lat/ice/den/fin/nor
A8330,St Louis encephalitis,,est/swe/lat/ice/den/fin/nor
A8340,Australian encephalitis,,est/swe/lat/ice/den/fin/nor
A8350,California encephalitis,,est/swe/lat/ice/den/fin/nor
A8360,Rocio virus disease,,est/swe/lat/ice/den/fin/nor
A8380,Other mosquito-borne viral encephalitis,,est/swe/lat/ice/den/fin/nor
A8390,"Mosquito-borne viral encephalitis, unspecified",,est/swe/lat/ice/den/fin/nor
A8400,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],,est/swe/lat/ice/den/fin/nor
A8410,Central European tick-borne encephalitis,,est/swe/lat/ice/den/fin/nor
A8480,Other tick-borne viral encephalitis,,est/swe/lat/ice/den/fin/nor
A8490,"Tick-borne viral encephalitis, unspecified",,est/swe/lat/ice/den/fin/nor
A8500,Enteroviral encephalitis (G05.1*),+,est/swe/lat/ice/den/fin/nor
A8510,Adenoviral encephalitis (G05.1*),+,est/swe/lat/ice/den/fin/nor
A8520,"Arthropod-borne viral encephalitis, unspecified",,est/swe/lat/ice/den/fin/nor
A8580,Other specified viral encephalitis,,est/swe/lat/ice/den/fin/nor
A8600,Unspecified viral encephalitis,,est/swe/lat/ice/den/fin/nor
A8700,Enteroviral meningitis (G02.0*),+,est/swe/lat/ice/den/fin/nor
A870A,Coxsackieviral meningitis,,swe
A870B,Echoviral meningitis,,swe
A8710,Adenoviral meningitis (G02.0*),+,est/swe/lat/ice/den/fin/nor
A8720,Lymphocytic choriomeningitis,,est/swe/lat/ice/den/fin/nor
A8780,Other viral meningitis,,est/swe/lat/ice/den/fin/nor
A8790,"Viral meningitis, unspecified",,est/swe/lat/ice/den/fin/nor
A8800,Enteroviral exanthematous fever [Boston exanthem],,est/swe/lat/ice/den/fin/nor
A8810,Epidemic vertigo,,est/swe/lat/ice/den/fin/nor
A8880,Other specified viral infections of central nervous system,,est/swe/lat/ice/den/fin/nor
A8900,Unspecified viral infection of central nervous system,,est/swe/lat/ice/den/fin/nor
A9000,Dengue fever [classical dengue],,est/swe/lat/ice/den/fin/nor
A900A,Serious dengue,,swe/lat/fin/nor
A9100,Dengue haemorrhagic fever,,est/ice/den/fin
A9200,Chikungunya virus disease,,est/swe/lat/ice/den/fin/nor
A9210,O'nyong-nyong fever,,est/swe/lat/ice/den/fin/nor
A9220,Venezuelan equine fever,,est/swe/lat/ice/den/fin/nor
A9230,West Nile fever,,est/swe/lat/ice/den/fin/nor
A9240,Rift Valley fever,,est/swe/lat/ice/den/fin/nor
A9250,Zika virus disease,,swe/lat/ice/nor/fin
A9280,Other specified mosquito-borne viral fevers,,est/swe/lat/ice/den/fin/nor
A9290,"Mosquito-borne viral fever, unspecified",,est/swe/lat/ice/den/fin/nor
A9300,Oropouche virus disease,,est/swe/lat/ice/den/fin/nor
A9310,Sandfly fever,,est/swe/lat/ice/den/fin/nor
A9320,Colorado tick fever,,est/swe/lat/ice/den/fin/nor
A9380,Other specified arthropod-borne viral fevers,,est/swe/lat/ice/den/fin/nor
A9400,Unspecified arthropod-borne viral fever,,est/swe/lat/ice/den/fin/nor
A9500,Sylvatic yellow fever,,est/swe/lat/ice/den/fin/nor
A9510,Urban yellow fever,,est/swe/lat/ice/den/fin/nor
A9590,"Yellow fever, unspecified",,est/swe/lat/ice/den/fin/nor
A9600,Junin haemorrhagic fever,,est/swe/lat/ice/den/fin/nor
A9610,Machupo haemorrhagic fever,,est/swe/lat/ice/den/fin/nor
A9620,Lassa fever,,est/swe/lat/ice/den/fin/nor
A9680,Other arenaviral haemorrhagic fevers,,est/swe/lat/ice/den/fin/nor
A9690,"Arenaviral haemorrhagic fever, unspecified",,est/swe/lat/ice/den/fin/nor
A9800,Crimean-Congo haemorrhagic fever,,est/swe/lat/ice/den/fin/nor
A9810,Omsk haemorrhagic fever,,est/swe/lat/ice/den/fin/nor
A9820,Kyasanur Forest disease,,est/swe/lat/ice/den/fin/nor
A9830,Marburg virus disease,,est/swe/lat/ice/den/fin/nor
A9840,Ebola virus disease,,est/swe/lat/ice/den/fin/nor
A9850,Haemorrhagic fever with renal syndrome,,est/swe/lat/ice/den/fin/nor
A9880,Other specified viral haemorrhagic fevers,,est/swe/lat/ice/den/fin/nor
A9900,Unspecified viral haemorrhagic fever,,est/swe/lat/ice/den/fin/nor
B0000,Eczema herpeticum,,est/swe/lat/ice/den/fin/nor
B0010,Herpesviral vesicular dermatitis,,est/swe/lat/ice/den/fin/nor
B001A,Facial herpes,,swe/fin
B001B,Labial herpes,,swe/fin
B001W,"Herpesviral dermatitis, other location",,swe
B0020,Herpesviral gingivostomatitis and pharyngotonsillitis,,est/swe/lat/ice/den/fin/nor
B0030,Herpesviral meningitis (G02.0*),+,est/swe/lat/ice/den/fin/nor
B0040,Herpesviral encephalitis (G05.1*),+,est/swe/lat/ice/den/fin/nor
B0050,Herpesviral ocular disease,,est/swe/lat/ice/den/fin/nor
B0070,Disseminated herpesviral disease,,est/swe/lat/ice/den/fin/nor
B0080,Other forms of herpesviral infection,,est/swe/lat/ice/den/fin/nor
B0090,"Herpesviral infection, unspecified",,est/swe/lat/ice/den/fin/nor
B0100,Varicella meningitis (G02.0*),+,est/swe/lat/ice/den/fin/nor
B0110,Varicella encephalitis (G05.1*),+,est/swe/lat/ice/den/fin/nor
B0120,Varicella pneumonia (J17.1*),+,est/swe/lat/ice/den/fin/nor
B0180,Varicella with other complications,,est/swe/lat/ice/den/fin/nor
B0190,Varicella without complication,,est/swe/lat/ice/den/fin/nor
B01AA,Vitamin K antagonists,,est/swe/lat/ice/den/fin/nor
