vartype,varval,varval_text_comb,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,04C02,Respiratory tuberculosis,J6900,,Pneumonitis due to food and vomit,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J6910,,Pneumonitis due to oils and essences,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J6980,,Pneumonitis due to other solids and liquids,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J7000,,Acute pulmonary manifestations due to radiation,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J7010,,Chronic and other pulmonary manifestations due to radiation,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J7020,,Acute drug-induced interstitial lung disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J7030,,Chronic drug-induced interstitial lung disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J7040,,"Drug-induced interstitial lung disorders, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J7080,,Respiratory conditions due to other specified external agents,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J7090,,Respiratory conditions due to unspecified external agent,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,J9840,,Other disorders of lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C02,Respiratory tuberculosis,U0490,,"Severe acute respiratory syndrome, unspecified",,est/swe/lat/ice/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4110,,Mucopurulent chronic bronchitis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4180,,Mixed simple and mucopurulent chronic bronchitis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4200,,Unspecified chronic bronchitis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4300,,MacLeod's syndrome,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4310,,Panlobular emphysema,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4320,,Centrilobular emphysema,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4380,,Other emphysema,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4390,,"Emphysema, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4400,,Chronic obstructive pulmonary disease with acute lower respiratory infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4410,,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4480,,Other specified chronic obstructive pulmonary disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C05,Chronic obstructive disease,J4490,,"Chronic obstructive pulmonary disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J2100,,Acute bronchiolitis due to respiratory syncytial virus,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J2110,,Acute bronchiolitis due to human metapneumovirus,,swe/lat/ice/den/nor
COMPLEX,04C06,Status asthmaticus,J2180,,Acute bronchiolitis due to other specified organisms,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4400,,Chronic obstructive pulmonary disease with acute lower respiratory infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4410,,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4480,,Other specified chronic obstructive pulmonary disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4490,,"Chronic obstructive pulmonary disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4500,,Predominantly allergic asthma,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4510,,Nonallergic asthma,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4580,,Mixed asthma,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4590,,"Asthma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J4600,,Status asthmaticus,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J9840,,Other disorders of lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J9880,,Other specified respiratory disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J9890,,"Respiratory disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C06,Status asthmaticus,J9980,,Respiratory disorders in other diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,A1550,,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,A1640,,"Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,A1880,,Tuberculosis of other specified organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J1010,,"Influenza with other respiratory manifestations, influenza virus identified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J1110,,"Influenza with other respiratory manifestations, virus not identified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J4400,,Chronic obstructive pulmonary disease with acute lower respiratory infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J4410,,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J4480,,Other specified chronic obstructive pulmonary disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J4490,,"Chronic obstructive pulmonary disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J4700,,Bronchiectasis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J6810,,"Acute pulmonary oedema due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J6840,,"Chronic respiratory conditions due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J6880,,"Other respiratory conditions due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,J6890,,"Unspecified respiratory condition due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C07,Bronchiectasis,Q3340,,Congenital bronchiectasis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J4400,,Chronic obstructive pulmonary disease with acute lower respiratory infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J4410,,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J4480,,Other specified chronic obstructive pulmonary disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J4490,,"Chronic obstructive pulmonary disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J4700,,Bronchiectasis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J6810,,"Acute pulmonary oedema due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J6840,,"Chronic respiratory conditions due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J6880,,"Other respiratory conditions due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,J6890,,"Unspecified respiratory condition due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,Q3320,,Sequestration of lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C08,Congenital bronchietasis,Q3340,,Congenital bronchiectasis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1500,,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1510,,"Tuberculosis of lung, confirmed by culture only",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1520,,"Tuberculosis of lung, confirmed histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1530,,"Tuberculosis of lung, confirmed by unspecified means",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1540,,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1550,,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1560,,"Tuberculous pleurisy, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1580,,"Other respiratory tuberculosis, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1590,,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1600,,"Tuberculosis of lung, bacteriologically and histologically negative",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1610,,"Tuberculosis of lung, bacteriological and histological examination not done",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1620,,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1630,,"Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1650,,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1670,,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1680,,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1690,,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,A1880,,Tuberculosis of other specified organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,J1780,I0000,Pneumonia in other diseases classified elsewhere,Rheumatic fever without mention of heart involvement,est/swe/lat/ice/den/fin/nor
COMPLEX,04C09,Rheumatic pneumonia,J6500,,Pneumoconiosis associated with tuberculosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J2200,,Unspecified acute lower respiratory infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J8600,,Pyothorax with fistula,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J8690,,Pyothorax without fistula,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J9200,,Pleural plaque with presence of asbestos,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J9290,,Pleural plaque without asbestos,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J9840,,Other disorders of lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J9880,,Other specified respiratory disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J9890,,"Respiratory disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J9910,,Respiratory disorders in other diffuse connective tissue disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,J9980,,Respiratory disorders in other diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C10,Empyema,M3010,,Polyarteritis with lung involvement [Churg-Strauss],,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A0650,,Amoebic lung abscess (J99.8*),,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1500,,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1510,,"Tuberculosis of lung, confirmed by culture only",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1520,,"Tuberculosis of lung, confirmed histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1530,,"Tuberculosis of lung, confirmed by unspecified means",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1540,,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1550,,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1560,,"Tuberculous pleurisy, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1580,,"Other respiratory tuberculosis, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1590,,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1600,,"Tuberculosis of lung, bacteriologically and histologically negative",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1610,,"Tuberculosis of lung, bacteriological and histological examination not done",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1620,,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1630,,"Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1640,,"Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1650,,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1670,,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1680,,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1690,,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,A1880,,Tuberculosis of other specified organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,B4710,,Actinomycetoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,J2200,,Unspecified acute lower respiratory infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,J6500,,Pneumoconiosis associated with tuberculosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,J8500,,Gangrene and necrosis of lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,J8510,,Abscess of lung with pneumonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,J8520,,Abscess of lung without pneumonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C12,Abscess of lung,J9880,,Other specified respiratory disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C13,Complex mediastinal disease,J2200,,Unspecified acute lower respiratory infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C13,Complex mediastinal disease,J8530,,Abscess of mediastinum,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C13,Complex mediastinal disease,J9200,,Pleural plaque with presence of asbestos,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C13,Complex mediastinal disease,J9290,,Pleural plaque without asbestos,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C13,Complex mediastinal disease,J9850,,"Diseases of mediastinum, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C13,Complex mediastinal disease,J9880,,Other specified respiratory disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C13,Complex mediastinal disease,J9890,,"Respiratory disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C3400,,Malignant neoplasm of main bronchus,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C3410,,"Malignant neoplasm of upper lobe, bronchus or lung",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C3420,,"Malignant neoplasm of middle lobe, bronchus or lung",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C3430,,"Malignant neoplasm of lower lobe, bronchus or lung",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C3480,,Malignant neoplasm of overlapping lesion of bronchus and lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C3490,,"Malignant neoplasm of bronchus or lung, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C349A,,"Malignant neoplasm of bronchus or lung, epidermoid carcinoma",,swe/fin
COMPLEX,04C14,Malignant neoplasm of lung,C349B,,"Malignant neoplasm of bronchus or lung, adenocarcinoma",,swe/fin
COMPLEX,04C14,Malignant neoplasm of lung,C349C,,"Malignant neoplasm of bronchus or lung, bronchoalveolar carcinoma",,swe/fin
COMPLEX,04C14,Malignant neoplasm of lung,C349D,,"Malignant neoplasm of bronchus or lung, macrocellura anaplastic carcinoma",,swe/fin
COMPLEX,04C14,Malignant neoplasm of lung,C349E,,"Malignant neoplasm of bronchus or lung, other non-microcellular carsinoma",,swe/fin
COMPLEX,04C14,Malignant neoplasm of lung,C349F,,"Malignant neoplasm of bronchus or lung, microcellular carsinoma",,swe/fin
COMPLEX,04C14,Malignant neoplasm of lung,C349G,,"Malignant neoplasm of bronchus or lung, carcinoid",,swe/fin
COMPLEX,04C14,Malignant neoplasm of lung,C3980,,Malignant neoplasm of overlapping lesion of respiratory and intrathoracic organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C3990,,Malignant neoplasm of ill-defined sites within the respiratory system,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C4590,,"Malignant neoplasm of mesothelioma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C4670,,Malignant neoplasm of kaposi's sarcoma of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C7670,,Malignant neoplasm of other ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C7680,,Malignant overlapping lesion of other and ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C8000,,Malignant neoplasm without specification of site,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,C800A,,"Malign tumör, primär lokalisation angiven som okänd",,swe
COMPLEX,04C14,Malignant neoplasm of lung,C9700,,Malignant neoplasms of independent (primary) multiple sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,D3810,,"Neoplasm of uncertain or unknown behaviour of trachea, bronchus and lung",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,D4870,,Neoplasm of uncertain or unknown behaviour of other specified sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C14,Malignant neoplasm of lung,D4890,,"Neoplasm of uncertain or unknown behaviour, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C15,Malignant neoplasm of pleura,C3840,,Malignant neoplasm of pleura,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C15,Malignant neoplasm of pleura,C3980,,Malignant neoplasm of overlapping lesion of respiratory and intrathoracic organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C15,Malignant neoplasm of pleura,C3990,,Malignant neoplasm of ill-defined sites within the respiratory system,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C15,Malignant neoplasm of pleura,C4500,,Malignant neoplasm of mesothelioma of pleura,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C15,Malignant neoplasm of pleura,C4570,,Malignant neoplasm of mesothelioma of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C15,Malignant neoplasm of pleura,C4590,,"Malignant neoplasm of mesothelioma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,04C15,Malignant neoplasm of pleura,C7670,,Malignant neoplasm of other ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,04C15,Malignant neoplasm of pleura,C7680,,Malignant overlapping lesion of other and ill-defined sites,,est/swe/lat/ice/den/fin/nor
