vartype,varval,varval_text_comb,code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2297,,Mahdollinen uusiva sydäninfarkti,,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2298,,Määrittämätön uusiva sydäninfarkti sepelvaltimon muu tukos,,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2299,,"Määrittämätön uusiva sydäninfarkti, määrittämätön sepelvaltimotilanne",,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I240,,Sydäninfarktiin johtamaton äkillinen sepelverisuonitukos,,I2400,,Coronary thrombosis not resulting in myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I241,,Dresslerin oireyhtymä,,I2410,,Dressler's syndrome,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I248,,Muu äkillinen iskeeminen sydänsairaus,,I2480,,Other forms of acute ischaemic heart disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I249,,Määrittämätön äkillinen iskeeminen sydänsairaus,,I2490,,"Acute ischaemic heart disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I255,,Iskeeminen sydänlihassairaus (Cardiomyopathia ischaemica),,I2550,,Ischaemic cardiomyopathy,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I256,,Kivuton sydänlihaksen iskemia,,I2560,,Silent myocardial ischaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I258,,Muu pitkäaikainen iskeeminen sydänsairaus,,I2580,,Other forms of chronic ischaemic heart disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I259,,Määrittämätön iskeeminen sydänsairaus,,I2590,,"Chronic ischaemic heart disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I99,,Muu tai määrittämätön verenkiertoelinten sairaus,,I9900,,Other and unspecified disorders of circulatory system,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,PC_K74,,Iskeeminen sydänsairaus ja rintakipu,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,PC_K99,,Muu verenkiertoelimistön sairaus,,I9900,,Other and unspecified disorders of circulatory system,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2000,,Epästabiili angina ei osoitettavaa sepelvaltimon ahtaumaa,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2001,,Epästabiili angina ahtautunut sepelvaltimo,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2002,,Epästabiili angina sepelvaltimon trombi,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2003,,Epästabiili angina sepelvaltimon embolus,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2008,,Epästabiili angina sepelvaltimon muu tukos,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2009,,Epästabiili angina määrittämätön sepelvaltimotilanne,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2010,,Angiospastinen angina ei muuta osoitettavaa sepelvaltimon ahtaumaa,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2011,,Angiospastinen angina lisäksi muuten ahtautunut sepelvaltimo,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2012,,Angiospastinen angina lisäksi sepelvaltimon trombi,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2013,,Angiospastinen angina lisäksi sepelvaltimon embolus,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2018,,Angiospastinen angina lisäksi sepelvaltimon muu tukos,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2019,,Angiospastinen angina muuten määrittämätön sepelvaltimotilanne,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2080,,Muu angina pectoris ei osoitettavaa sepelvaltimon ahtaumaa,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2081,,Muu angina pectoris ahtautunut sepelvaltimo,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2082,,Muu angina pectoris sepelvaltimon trombi,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2083,,Muu angina pectoris sepelvaltimon embolus,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2088,,Muu angina pectoris sepelvaltimon muu tukos,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2089,,Muu angina pectoris määrittämätön sepelvaltimotilanne,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2090,,Tarkemmin määrittämätön angina pectoris ei osoitettavaa sepelvaltimon ahtaumaa,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2091,,Tarkemmin määrittämätön angina pectoris ahtautunut sepelvaltimo,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2092,,Tarkemmin määrittämätön angina pectoris sepelvaltimon trombi,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2093,,Tarkemmin määrittämätön angina pectoris sepelvaltimon embolus,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2098,,Tarkemmin määrittämätön angina pectoris sepelvaltimon muu tukos,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2099,,Tarkemmin määrittämätön angina pectoris määrittämätön sepelvaltimotilanne,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2100,,"Etuseinän ST-nousuinfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2101,,"Etuseinän ST-nousuinfarkti, ahtautunut sepelvaltimo",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2102,,"Etuseinän ST-nousinfarkti, sepelvaltimon trombi",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2103,,"Etuseinän ST-nousuinfakti, sepelvaltimon embolus",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2108,,"Etuseinän ST-nousuinfarkti, sepelvaltimon muu tukos",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2109,,"Etuseinän ST-nousuinfarkti, määrittämätön sepelvaltimotilanne",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2110,,"Alaseinän ST-nousuinfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2111,,"Alaseinän ST-nousuinfarkti, ahtautunut sepelvaltimo",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2112,,"Alaseinän ST-nousinfarkti, sepelvaltimon trombi",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2113,,"Alaseinän ST-nousuinfakti, sepelvaltimon embolus",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2118,,"Alaseinän ST-nousuinfarkti, sepelvaltimon muu tukos",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2119,,"Alaseinän ST-nousuinfarkti, määrittämätön sepelvaltimotilanne",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2120,,"Muun alueen ST-nousuinfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2121,,"Muun alueen ST-nousuinfarkti, ahtautunut sepelvaltimo",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2122,,"Muun alueen ST-nousinfarkti, sepelvaltimon trombi",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2123,,"Muun alueen ST-nousuinfakti, sepelvaltimon embolus",,I2130,,Acute transmural myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2128,,"Muun alueen ST-nousuinfarkti, sepelvaltimon muu tukos",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2129,,"Muun alueen ST-nousuinfarkti, määrittämätön sepelvaltimotilanne",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2130,,"Sijainniltaan määrittämätön ST-nousuinfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2130,,Acute transmural myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2131,,"Sijainniltaan määrittämätön ST-nousuinfarkti, ahtautunut sepelvaltimo",,I2130,,Acute transmural myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2132,,"Sijainniltaan määrittämätön ST-nousinfarkti, sepelvaltimon trombi",,I2130,,Acute transmural myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2133,,"Sijainniltaan määrittämätön ST-nousuinfakti, sepelvaltimon embolus",,I2130,,Acute transmural myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2138,,"Sijainniltaan määrittämätön ST-nousuinfarkti, sepelvaltimon muu tukos",,I2130,,Acute transmural myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2139,,"Sijainniltaan määrittämätön ST-nousuinfarkti, määrittämätön sepelvaltimotilanne",,I2130,,Acute transmural myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2140,,"Sydäninfarkti ilman ST-nousua, ei osoitettavaa sepelvaltimon ahtaumaa",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2141,,"Sydäninfarkti ilman ST-nousua, ahtautunut sepelvaltimo",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2142,,"Sydäninfarkti ilman ST-nousua, sepelvaltimon trombi",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2143,,"Sydäninfarkti ilman ST-nousua, sepelvaltimon embolus",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2148,,"Sydäninfarkti ilman ST-nousua, sepelvaltimon muu tukos",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2149,,"Sydäninfarkti ilman ST-nousua, määrittämätön sepelvaltimotilanne",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2190,,Tarkemmin määrittämätön [akuutti ] sydäninfarkti ei osoitettavaa sepelvaltimon ahtaumaa,,I2190,,"Acute myocardial infarction, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2191,,"Tarkemmin määrittämätön sydäninfarkti, ahtautunut sepelvaltimo",,I2190,,"Acute myocardial infarction, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2192,,"Tarkemmin määrittämätön sydäninfarkti, sepelvaltimon trombi",,I2190,,"Acute myocardial infarction, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2193,,"Tarkemmin määrittämätön sydäninfarkti, sepelvaltimon embolus",,I2190,,"Acute myocardial infarction, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2197,,Mahdollinen sydäninfarkti,,I2190,,"Acute myocardial infarction, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2198,,Tarkemmin määrittämätön sydäninfarkti sepelvaltimon muu tukos,,I2190,,"Acute myocardial infarction, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2199,,"Tarkemmin määrittämätön sydäninfarkti, määrittämätön sepelvaltimotilanne",,I2190,,"Acute myocardial infarction, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2200,,Uusiva etuseinäinfarkti ei osoitettavaa sepelvaltimon ahtaumaa,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2201,,Uusiva etuseinäinfarkti ahtautunut sepelvaltimo,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2202,,Uusiva etuseinäinfarkti sepelvaltimon trombi,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2203,,Uusiva etuseinäinfarkti sepelvaltimon embolus,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2208,,Uusiva etuseinäinfarkti sepelvaltimon muu tukos,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2209,,Uusiva etuseinäinfarkti määrittämätön sepelvaltimotilanne,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2210,,Uusiva alaseinäinfarkti ei osoitettavaa sepelvaltimon ahtaumaa,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2211,,Uusiva alaseinäinfarkti ahtautunut sepelvaltimo,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2212,,Uusiva alaseinäinfarkti sepelvaltimon trombi,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2213,,Uusiva alaseinäinfarkti sepelvaltimon embolus,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2218,,Uusiva alaseinäinfarkti sepelvaltimon muu tukos,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2219,,Uusiva alaseinäinfarkti määrittämätön sepelvaltimotilanne,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2280,,Muun alueen uusiva sydäninfarkti ei osoitettavaa sepelvaltimon ahtaumaa,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2281,,Muun alueen uusiva sydäninfarkti ahtautunut sepelvaltimo,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2282,,Muun alueen uusiva sydäninfarkti sepelvaltimon trombi,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2283,,Muun alueen uusiva sydäninfarkti sepelvaltimon embolus,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2288,,Muun alueen uusiva sydäninfarkti sepelvaltimon muu tukos,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2289,,Muun alueen uusiva sydäninfarkti määrittämätön sepelvaltimotilanne,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2290,,"Määrittämätön uusiva sydäninfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C30,Angina pectoris,I2291,,"Määrittämätön uusiva sydäninfarkti, ahtautunut sepelvaltimo",,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
