drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
229O,"Muu käden tai ranteen leikkaus, lyhyt hoito","Muu käden tai ranteen leikkaus, lyhyt hoito",229O,"Hand or wrist procedures, except major joint procedures, short therapy","Hand or wrist procedures, except major joint procedures, short therapy",8,fin
230,Lonkan tai reiden paikallinen leikkaus tai sisäisten luun kiinnityslaitteiden poisto,Lonkan paik leik/sis kiinn.lait poisto,230X,Local excision and removal of int fix devices of hip and femur,Local excision and removal of int fix devices of hip and femur,8,fin
230O,"Lonkan tai reiden paikallinen leikkaus tai sisäisten luun kiinnityslaitteiden poisto, lyhyt hoito","Lonkan/reiden paik leik/sis kiinn.lait poisto, lyh h",230O,"Local excision and removal of internal fixing devices of hip and femur, short therapy","Local excision and removal of internal fixing devices of hip and femur, short therapy",8,fin
231,Muu ortopedinen paikallinen leikkaus tai sisäisten luun kiinnityslaitteiden poisto,Muu ort paik leik/sis kiinn.laitt pois,231X,Local excision and removal of internal fixing devices except hip and femur,Local excision and removal of internal fixing devices except hip and femur,8,fin
231O,"Muu ortopedinen paikallinen leikkaus tai sisäisten luun kiinnityslaitteiden poisto, lyhyt hoito","Muu ort paik leik/sis kiinn.laitt pois, lyh h",231O,"Local excision and removal of internal fixing devices except hip and femur, short therapy","Local excision and removal of internal fixing devices except hip and femur, short therapy",8,fin
232,Artroskopia,Artroskopia,232X,Arthroscopy,Arthroscopy,8,fin
232O,"Artroskopia, lyhyt hoito","Artroskopia, lyhyt hoito",232O,"Arthroscopy, short therapy","Arthroscopy, short therapy",8,fin
233,"Muu tuki- ja liikuntaelinten tai sidekudosten toimenpide, komplisoitunut","Muu tuki- ja liikuntaelinten tai sidekudosten toimenpide, komplisoitunut",233X,"Other musculoskeletal system and connective tissue OR procedures, w CC","Other musculoskeletal system and connective tissue OR procedures, w CC",8,fin
234,"Muu tuki- ja liikuntaelinten tai sidekudosten toimenpide, ei komplisoitunut","Muu tuki- ja liikuntaelinten tai sidekudosten toimenpide, ei komplisoitunut",234X,"Other musculoskeletal system and connective tissue OR procedures, w/o CC","Other musculoskeletal system and connective tissue OR procedures, w/o CC",8,fin
234O,"Muu tuki- ja liikuntaelinten tai sidekudosten toimenpide, lyhyt hoito","Muu tuki- ja liikuntaelinten tai sidekudosten toimenpide, lyhyt hoito",234O,"Other musculoskeletal system and connective tissue OR procedures, short therapy","Other musculoskeletal system and connective tissue OR procedures, short therapy",8,fin
235,Reisiluun murtuma,Reisiluun murtuma,235X,Fractures of femur,Fractures of femur,8,fin
236C,"Lonkan tai lantion murtuma, komplisoitunut","Lonkan tai lantion murtuma, kompl",236C,"Fractures of hip and pelvis, w CC","Fractures of hip and pelvis, w CC",8,fin
236M,"Lonkan tai lantion murtuma, erittäin komplisoitunut","Lonkan tai lantion murtuma, erittäin kompl",236M,"Fractures of hip and pelvis, w MCC","Fractures of hip and pelvis, w MCC",8,fin
236N,"Lonkan tai lantion murtuma, ei komplisoitunut","Lonkan tai lantion murtuma, ei kompl",236N,"Fractures of hip and pelvis, w/o CC","Fractures of hip and pelvis, w/o CC",8,fin
237,"Lantion, lonkan tai reiden venähdys nyrjähdys tai sijoiltaanmeno","Lantion,lonkan,reiden ven nyrj/sij",237X,"Sprains, strains, and dislocations of hip, pelvis and thigh","Sprains, strains, and dislocations of hip, pelvis and thigh",8,fin
238,Luun ja luuytimen tulehdus,Luun&luuytimen tulehdus,238X,Osteomyelitis,Osteomyelitis,8,fin
239A,"Tuki- ja liikuntaelinten tai sidekudoksen maligniteetti, sädehoito","Tuki&liik.el/sidekud mal, sädeh",239A,"Pathological fractures and musculoskeletal and connective tissue malignancy, radiotherapy","Pathological fractures and musculoskeletal and conn tiss malign, radiotherapy",8,fin
239B,"Tuki- ja liikuntaelinten tai sidekudoksen maligniteetti, sytostaattihoito","Tuki&liik.el/sidekud mal, sytost.h",239B,"Pathological fractures and musculoskeletal and connective tissue malignancy, cytostatic therapy","Pathological fractures and musculoskeletal and conn tiss malign, cytostatic therapy",8,fin
239E,Tuki- ja liikuntaelinten tai sidekudoksen maligniteetti tai patologinen murtuma,Tuki&liik.el/sidekud mal/patolog murt,239E,Pathological fractures and musculoskeletal and connective tissue malignancy,Pathological fractures and musculoskeletal and conn tiss malign,8,fin
240N,"Sidekudossairaus tai vaskulitti, komplisoitunut","Sidekudossairaus tai vaskulitti, komplisoitun",240N,"Connective tissue disorders or vasculitis, w CC","Connective tissue disorders or vasculitis, w CC",8,fin
241N,"Sidekudossairaus tai vaskulitti, ei komplisoitunut","Sidekudossairaus tai vaskulitti, ei komplisoi",241N,"Connective tissue disorders or vasculitis, w/o CC","Connective tissue disorders or vasculitis, w/o CC",8,fin
242A,Infektion aiheuttama niveltulehdus tai bursiitti,Inf artriitti/bursiitti,242A,Infectious arthritis or bursitis,Infectious arthritis or bursitis,8,fin
242B,"Määritetty tulehduksellinen nivelsairaus, komplisoitunut","Määr tulehd nivelsairaus, komplis",242B,"Specific inflammatory arthropathy, w CC","Specific inflammatory arthropathy, w CC",8,fin
242C,"Määritetty tulehduksellinen nivelsairaus, ei komplisoitunut","Määr tulehd nivelsair, ei komplis",242C,"Specific inflammatory arthropathy, w/o CC","Specific inflammatory arthropathy, w/o CC",8,fin
242D,Muu niveltulehdus,Muu niveltulehdus,242D,Other arthritis,Other arthritis,8,fin
242E,"Artroosi, komplisoitunut","Artroosi, komplisoitunut",242E,"Arthrosis, w CC","Arthrosis, w CC",8,fin
242F,"Artroosi, ei komplisoitunut","Artroosi, ei komplisoitunut",242F,"Arthrosis, w/o CC","Arthrosis, w/o CC",8,fin
243A,"Selkäsairaus, komplisoitunut","Selkäsairaus, komplisoitunut",243C,"Medical back problems, w CC","Medical back problems, w CC",8,fin
243B,"Selkäsairaus, ei komplisoitunut","Selkäsairaus, ei komplisoitunut",243N,"Medical back problems, w/o CC","Medical back problems, w/o CC",8,fin
244,"Luuston sairaus tai artropatia, komplisoitunut","Luuston sairaus/artropatia,kompl",244X,"Other bone diseases and specific arthropathies, w CC","Other bone diseases and specific arthropathies, w CC",8,fin
245,"Luuston sairaus tai artropatia, ei komplisoitunut","Luuston sairaus/artropatia,ei kompl",245X,"Other bone diseases and specific arthropathies, w/o CC","Other bone diseases and specific arthropathies, w/o CC",8,fin
247,Tuki- ja liikuntaelinsairauden tai sidekudossairauden oireet,Tuki&liikuntaelinsair/sidekudossair oir,247X,Signs and symtoms of musculoskeletal system and conn tissue,Signs and symtoms of musculoskeletal system and conn tissue,8,fin
248C,"Tendiniitti, myosiitti tai bursiitti, komplisoitunut","Tendiniitti, myosiitti tai bursiitti, kompl",248C,"Tendonitis, myositis and bursitits w CC","Tendonitis, myositis and bursitits w CC",8,fin
248N,"Tendiniitti, myosiitti tai bursiitti, ei komplisoitunut","Tendiniitti, myosiitti tai bursiitti, ei kompl",248N,"Tendonitis, myositis and bursitis, w/o CC","Tendonitis, myositis and bursitis, w/o CC",8,fin
249,Tuki- ja liikuntaelinsairauden tai sidekudossairauden jälkihoito,Tuki&liik.el.sair/sidekudossair jälkih,249X,"Aftercare, musculoskeletal system and connective tissue","Aftercare, musculoskeletal system and connective tissue",8,fin
250,"Käsivarren, käden tai jalan murtuma, nyrjähdys, venähdys tai sijoiltaanmeno, aikuinen, komplisoitunut","Käsivarren, käden tai jalan murtuma, nyrjähdys, venähdys tai",250X,"Fracture, sprain, strain or dislocation of forearm, hand or foot, age >17, w CC","Fx/sprn/strn/disl of forearm/hand/foot,age >17, w cc",8,fin
251,"Käsivarren, käden tai jalan murtuma, nyrjähdys, venähdys tai sijoiltaanmeno, aikuinen, ei komplisoitunut","Käsivarren, käden tai jalan murtuma, nyrjähdys, venähdys tai",251X,"Fracture, sprain, strain or dislocation of forearm, hand or foot, age >17 w/o CC","Fx/sprn/strn/disl of forearm/hand/foot,age >17, w/o cc",8,fin
252,"Käsivarren, käden tai jalan murtuma, nyrjähdys, venähdys tai sijoiltaanmeno, lapsi","Käsiv,käd,jalan murt,nyrj,ven,sij,lapsi",252X,"Fracture, sprain, strain or dislocation of forearm, hand or foot, age 0-17","Fx/sprn/strn/disl of forearm/hand/foot,age 0-17",8,fin
253,"Olkavarren tai alaraaj. paitsi jalan murtuma, nyrjähdys, venähdys tai sijoiltaanmeno, aikuinen, komplisoitunut","Olkavarren tai alaraaj. paitsi jalan murtuma, nyrjähdys, ven",253X,"Fracture, sprain, strain or dislocation of upper arm or lower leg excluding foot, age >17, w CC","Fracture, sprain, strain or dislocation of upper arm or lower leg excluding foot, age >17, w CC",8,fin
254,"Olkavarren tai alaraaj. paitsi jalan murtuma, nyrjähdys, venähdys tai sijoilt.meno, aikuinen, ei komplisoitunut","Olkavarren tai alaraaj. paitsi jalan murtuma, nyrjähdys, ven",254X,"Fracture, sprain, strain or dislocation of upper arm or lower leg excluding foot, age >17, w/o CC","Fracture, sprain, strain or dislocation of upper arm or lower leg excluding foot, age >17, w/o CC",8,fin
255,"Olkavarren tai alaraajan paitsi jalan murtuma, nyrjähdys, venähdys tai sijoiltaanmeno, lapsi","Olkav/alar ei jalan murt,ven, sij meno,lapsi",255X,"Fracture, sprain, strain or dislocation of upper arm or lower leg excluding foot, age 0-17","Fx/sprn/strn/disl of uparm/lowleg ex foot,age 0-17",8,fin
256,Muu tuki- ja liikuntaelinsairaus tai sidekudossairaus,Muu tuki- ja liikuntaelinsairaus tai sidekudossairaus,256X,Other musculoskeletal system and connective tissue diagnosis,Other musculoskeletal system and connective tissue diagnosis,8,fin
257,"Rintarauhasen poisto maligniteetin takia, komplisoitunut","Rintar poisto malign takia,kompl",257X,"Total mastectomy for malignancy, w CC","Total mastectomy for malignancy, w CC",30,fin
258,"Rintarauhasen poisto maligniteetin takia, ei komplisoitunut","Rintar poisto malign takia,ei kompl",258X,"Total mastectomy for malignancy, w/o CC","Total mastectomy for malignancy, w/o CC",30,fin
258O,"Rintarauhasen poisto maligniteetin takia, lyhyt hoito","Rintar poisto malign takia, lyhyt ho",258O,"Total mastectomy for malignancy, short therapy","Total mastectomy for malignancy, short therapy",30,fin
259A,Rintarauhasen osittainen poisto ja korjaus maligniteetin takia,Rintar os. poisto ja korj. malign takia,259A,"Subtotal mastectomy for malignancy, w CC","Subtotal mastectomy for malignancy, w CC",9,fin
259B,"Rintarauhasen osittainen poisto maligniteetin takia, komplisoitunut","Rintar osittainen poisto malign takia,K",259B,Subtotal mastectomy and reconstruction of breast for malignancy,Subtotal mastectomy and reconstruction for malignancy,9,fin
260,"Rintarauhasen osittainen poisto maligniteetin takia, ei komplisoitunut","Rintar ositt poisto malign takia,ei K",260X,"Subtotal mastectomy for malignancy, w/o CC","Subtotal mastectomy for malignancy, w/o CC",30,fin
260O,"Rintarauhasen osittainen poisto maligniteetin takia, lyhyt hoito","Rintar ositt poisto malign takia, lyhyt hoito",260O,"Subtotal mastectomy for malignancy, short therapy","Subtotal mastectomy for malignancy, short therapy",30,fin
261,"Rintarauhasleikkaus hyvänlaatuisen sairauden takia, ei biopsia tai ekskisio","Rintar.leik hyv sair takia,ei biops/eks",261X,Breast procedures for non-malignancy except biopsy and local excision,Breast procedures for non-malignancy except biopsy and local excision,30,fin
261O,"Rintarauhasleikkaus hyvänlaatuisen sairauden takia, ei biopsia tai ekskisio, lyhyt hoito","Rintar.leik hyv sair takia,ei biops/eks, lyhy",261O,"Breast procedures for non-malignancy except biopsy and local excision, short therapy","Breast procedures for non-malignancy except biopsy and local excision, short therapy",30,fin
262,Rintarauhasen biopsia tai paikallinen ekskisio,Rintarauhasen biopsia/paik ekskisio,262X,Breast biopsy and local excision for non-malignancy,Breast biopsy and local excision for non-malignancy,30,fin
262O,"Rintarauhasen biopsia tai paikallinen ekskisio, lyhyt hoito","Rintarauhasen biopsia/paik ekskisio, lyhyt ho",262O,"Breast biopsy and local excision for non-malignancy, short therapy","Breast biopsy and local excision for non-malignancy, short therapy",30,fin
263,"Ihon revisio tai siirto haavauman tai selluliitin hoitamiseksi, komplisoitunut","Ihon revis/siir haav/selluliitin hoit,K",263X,"Skin graft and/or debridement for skin ulcer or cellulitis, w CC","Skin graft and/or debridement for skin ulcer or cellulitis, w CC",9,fin
264,"Ihon revisio tai siirto haavauman tai selluliitin hoitamiseksi, ei komplisoitunut","Ihon rev/siir haav/selluliitin hoit,ei K",264X,"Skin graft and/or debridement for skin ulcer or cellulitis, w/o CC","Skin graft and/or debridement for skin ulcer or cellulitis, w/o CC",9,fin
265,"Ihon revisio tai siirto muun ihon ongelman hoitamiseksi, komplisoitunut","Ihon revis/siir muun iho-ong hoit,K",265X,"Skin graft and/or debridement except for skin ulcer or cellulitis, w CC","Skin graft and/or debridement except for skin ulcer or cellulitis, w CC",9,fin
266,"Ihon revisio tai siirto muun ihon ongelman hoitamiseksi, ei komplisoitunut","Ihon rev/siir muun iho-ong hoit,ei K",266X,"Skin graft and/or debridement except for skin ulcer or cellulitis, w/o CC","Skin graft and/or debridement except for skin ulcer or cellulitis, w/o CC",9,fin
266O,"Ihon revisio tai siirto muun ihon ongelman hoitamiseksi, lyhyt hoito","Ihon rev/siir muun iho-ong hoit, lyhyt hoito",266O,"Skin graft and/or debridement for skin ulcer or cellulitis, short therapy","Skin graft and/or debridement for skin ulcer or cellulitis, short therapy",9,fin
267,Perianaalinen tai perineaalinen toimenpide,Perianaalinen tai perineaalinen tp,267X,Perianal and pilonidal procedures,Perianal and pilonidal procedures,9,fin
267O,"Perianaalinen tai perineaalinen toimenpide, lyhyt hoito","Perianaalinen tai perineaalinen tp, lyhyt hoi",267O,"Perianal and pilonidal procedures, short therapy","Perianal and pilonidal procedures, short therapy",9,fin
268,Plastiikkakirurginen toimenpide,Plastiikkakirurginen toimenpide,268X,Skin and subcutaneus tissue plastic procedures,Skin and subcutaneus tissue plastic procedures,9,fin
268O,"Plastiikkakirurginen toimenpide, lyhyt hoito","Plastiikkakirurginen toimenpide, lyhyt hoito",268O,"Skin and subcutaneous tissue plastic procedures, short therapy","Skin and subcutaneous tissue plastic procedures, short therapy",9,fin
269,"Muu ihon tai ihonalaisen kudoksen toimenpide, komplisoitunut","Muu ihon tai ihonalaisen kudoksen toimenpide, komplisoitunut",269X,"Other skin and subcutaneous tissue procedures, w CC","Other skin and subcut tiss proc, w CC",9,fin
270,"Muu ihon tai ihonalaisen kudoksen toimenpide, ei komplisoitunut","Muu ihon tai ihonalaisen kudoksen toimenpide, ei komplisoitunut",270X,"Other skin and subcutaneous tissue procedures, w/o CC","Other skin and subcutaneous tissue procedures, w/o CC",9,fin
270O,"Muu ihon tai ihonalaisen kudoksen toimenpide, lyhyt hoito","Muu ihon tai ihonalaisen kudoksen toimenpide, lyhyt hoito",270O,"Other skin and subcutaneous tissue procedures, short therapy","Other skin and subcutaneous tissue procedures, short therapy",9,fin
271,Ihon haavauma,Ihon haavauma,271X,Skin ulcers,Skin ulcers,9,fin
272,"Vaikea ihosairaus, komplisoitunut","Vaikea ihosairaus,komplisoitunut",272X,"Major skin disorders, w CC","Major skin disorders, w CC",9,fin
273,"Vaikea ihosairaus, ei komplisoitunut","Vaikea ihosairaus,ei komplisoitunut",273X,"Major skin disorders including malignant melanoma, w/o CC","Major skin disorders including malignant melanoma, w/o CC",9,fin
274,"Rintasyöpä, komplisoitunut","Rintasyöpä,komplisoitunut",274X,"Malignant breast diseases, w CC","Malignant breast diseases, w CC",30,fin
275A,"Rintasyöpä, ei komplisoitunut, sädehoito","Rintasyöpä, ei kompl, sädeh",275FA,"Malignant breast disorders w/o CC, radiotherapy","Malignant breast disorders w/o CC, radiotherapy",30,fin
275B,"Rintasyöpä, ei komplisoitunut, sytostaattihoito","Rintasyöpä, ei kompl, sytost.h",275FB,"Malignant breast disorders w/o CC, cytostatic therapy","Malignant breast disorders w/o CC, cytostatic therapy",30,fin
275E,"Rintasyöpä, ei komplisoitunut","Rintasyöpä, ei kompl",275FE,"Malignant breast disorders, w/o CC","Malignant breast disorders, w/o CC",30,fin
276,Hyvänlaatuinen rintarauhasen sairaus,Hyvänlaatuinen rintarauhasen sairaus,276X,Non-malignant breast diseases,Non-malignant breast diseases,30,fin
277,"Ihon tai ihonalaisten elinten infektiosairaus, aikuinen, komplisoitunut","Ihon/ihonalaisten elinten inf.sair,aik,K",277X,"Cellulitis age >17, w CC","Cellulitis age >17, w CC",9,fin
278,"Ihon tai ihonalaisten elinten infektiosairaus, aikuinen, ei komplisoitunut","Ihon/ihonal elinten inf.sair,aik,ei K",278X,"Cellulitis age >17, w/o CC","Cellulitis age >17, w/o CC",9,fin
279,"Ihon tai ihonalaisten elinten infektiosairaus, lapsi","Ihon/ihonalaisten elinten inf.sair,lapsi",279X,Cellulitis age 0-17,Cellulitis age 0-17,9,fin
280,"Ihon tai ihonalaisen kudoksen vamma, aikuinen, komplisoitunut","Ihon/ihonal kud vamma,aik,K",280X,"Trauma to the skin and subcut tiss age >17, w CC","Trauma to the skin and subcut tiss age >17, w CC",9,fin
281,"Ihon tai ihonalaisen kudoksen vamma, aikuinen, ei komplisoitunut","Ihon/ihonal kud vamma,aik,ei K",281X,"Trauma to the skin and subcut tiss, age >17, w/o CC","Trauma to the skin and subcut tiss, age >17, w/o CC",9,fin
282,"Ihon tai ihonalaisen kudoksen vamma, lapsi","Ihon/ihonal kud vamma,lapsi",282X,"Trauma to the skin and subcutaneous tissue, age 0-17","Trauma to the skin, subcut tiss and breast, age 0-17",9,fin
