ord,id,drg_nat,drg_text_nat,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
30500410000,105D041000,108O,"Muu rintakehän avosydän- tai verisuonileikkaus, lyhyt hoito",108O,0,+,5.0,,,,S,05S06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30500411000,105D041100,108O,"Muu rintakehän avosydän- tai verisuonileikkaus, lyhyt hoito",108O,0,+,5.0,,,,S,05S07,05S08,,,,,,,<2,N,den/est/fin/ice/lat/nor
30500413000,105D041300,108O,"Muu rintakehän avosydän- tai verisuonileikkaus, lyhyt hoito",108O,0,+,5.0,,,,S,05S22,05S21,,,,,,,<2,N,den/est/fin/ice/lat/nor
30500600000,105D060000,107O,"Sydämen ohitusleikkaus ilman katetrisaatiota, lyhyt hoito",107O,0,+,5.0,,,,S,05S09,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30500701001,105D0701001,111O,"Vaativa verisuonirekonstruktioleikkaus, ei avosydän, lyhyt hoito",110O,0,+,5.0,,,,S,05S07,,,,,,,,<2,N,fin
30500702001,105D0702001,111O,"Vaativa verisuonirekonstruktioleikkaus, ei avosydän, lyhyt hoito",110O,0,+,5.0,,,,S,05S08,,,,,,,,<2,N,fin
30500703001,105D0703001,111O,"Vaativa verisuonirekonstruktioleikkaus, ei avosydän, lyhyt hoito",110O,0,+,5.0,,,,S,05S11,,,,,,,,<2,N,fin
30500704001,105D0704001,111O,"Vaativa verisuonirekonstruktioleikkaus, ei avosydän, lyhyt hoito",110O,0,+,5.0,,,,S,05S22,,,,,,,,<2,N,fin
30500900000,105D090000,113O,"Suuri raajan amputaatio verenkierrollisista syistä, ei yläraaja tai varvas, lyhyt hoito",113O,0,+,5.0,,,,S,05S12,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30500910000,105D091000,113O,"Suuri raajan amputaatio verenkierrollisista syistä, ei yläraaja tai varvas, lyhyt hoito",113O,0,+,5.0,,,,,05S12,,00X10,,,,,,<2,N,fin
30501101001,105D1101001,117O,"Pysyvän tahdistimen asentaminen, lyhyt hoito",117O,0,+,5.0,,,,S,05S40,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30501101011,105D1101011,117O,"Pysyvän tahdistimen asentaminen, lyhyt hoito",117O,0,+,5.0,,,,,05S40,,00X10,,,,,,<2,N,den/est/fin/ice/lat
30501101101,105D1101101,116O,"Sydämen defibrillaattorin asentaminen tai uusiminen, lyhyt hoito",116O,0,+,5.0,,,,S,05S41,,,,,,,,<2,N,est/fin/ice/nor/lat
30501112001,105D1112001,115O,"Pysyvän tahdistimen tai defibrillaattorin poisto, lyhyt hoito",115O,0,+,5.0,,,,S,05S42,,,,,,,,<2,N,den/est/fin/ice/lat
30501112011,105D1112011,115O,"Pysyvän tahdistimen tai defibrillaattorin poisto, lyhyt hoito",115O,0,+,5.0,,,,,05S42,,00X10,,,,,,<2,N,den/est/fin/ice/lat
30501200003,105D1200102,112P,"Rytmihäiriölähteen hävittäminen katetrisaatiossa, lyhyt hoito",112P,0,+,5.0,,,,,05S20,,,,,,,,<2,N,fin/ice/nor/est/lat
30501200005,105D1200005,112Q,"Muu kardiovaskulaarinen katetrisaatio, lyhyt hoito",112Q,0,+,5.0,,,,,05S25,,,,,,,,<2,N,fin/ice/nor/est/lat
30501200207,105D1200202,112Q,"Muu kardiovaskulaarinen katetrisaatio, lyhyt hoito",112Q,0,+,5.0,,,,,05S16,,,,,,,,<2,N,fin/ice/nor/est/lat
30501255000,105D1300002,119P,"Suonikohjuleikkaus, molemminpuolinen, lyhyt hoito",119P,0,+,,,05P21,,S,05S15,,99X04,,,,,,<2,N,fin
30501277500,105D13000111,119P,"Suonikohjuleikkaus, molemminpuolinen, lyhyt hoito",119P,0,+,,,05P21,,,05S15,,00X10,99X04,,,,,<2,N,fin
30501300000,105D130000,119O,"Suonikohjuleikkaus, toispuolinen, lyhyt hoito",119O,0,+,,,05P21,,S,05S15,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30501300011,105D1300011,119O,"Suonikohjuleikkaus, toispuolinen, lyhyt hoito",119O,0,+,,,05P21,,,05S15,,00X10,,,,,,<2,N,fin
30501301000,105D130100,479O,"Muu versisuoniston leikkaus, lyhyt hoito",479O,0,+,5.0,,,,S,05S15,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30501301100,105D130110,479O,"Muu versisuoniston leikkaus, lyhyt hoito",479O,0,+,5.0,,,,,05S15,,00X10,,,,,,<2,N,fin
30501302000,105D130200,479O,"Muu versisuoniston leikkaus, lyhyt hoito",479O,0,+,,,05P02,,S,05S15,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30501302100,105D130210,479O,"Muu versisuoniston leikkaus, lyhyt hoito",479O,0,+,,,05P02,,,05S15,,00X10,,,,,,<2,N,fin
30501500000,105D150000,114O,"Yläraajan tai varpaan amputaatio verenkierrollisista syistä, lyhyt hoito",114O,0,+,5.0,,,,S,05S17,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30501510000,105D151000,114O,"Yläraajan tai varpaan amputaatio verenkierrollisista syistä, lyhyt hoito",114O,0,+,5.0,,,,,05S17,,00X10,,,,,,<2,N,fin
30501655000,105D1800002,119P,"Suonikohjuleikkaus, molemminpuolinen, lyhyt hoito",119P,0,+,5.0,,,,S,05S18,,99X04,,,,,,<2,N,fin
30501800000,105D180000,119O,"Suonikohjuleikkaus, toispuolinen, lyhyt hoito",119O,0,+,5.0,,,,S,05S18,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30501910001,105D1910001,111O,"Vaativa verisuonirekonstruktioleikkaus, ei avosydän, lyhyt hoito",110O,0,+,5.0,,,,S,05S21,,,,,,,,<2,N,fin
30501949000,105D230000,125O,"Sydämen diagnostinen toimenpide, lyhyt hoito",125O,0,+,5.0,,,,,05S05,,,,,,,,<2,N,den/est/fin/ice/lat
30501950000,105D195000,120O,"Muu verenkiertoelinten toimenpide, lyhyt hoito",120O,0,+,5.0,,,,P,05S19,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30501951000,105D195100,120O,"Muu verenkiertoelinten toimenpide, lyhyt hoito",120O,0,+,5.0,,,,,05S19,,00X10,,,,,,<2,N,den/est/fin/ice/lat
30501955530,105D2180001,805P,"Sydämen rytminsiirto, lyhyt hoito",805NP,0,+,5.0,,,,N,05O02,,,,,,,,<2,N,fin/est/lat
30502120000,105D212000,901Q,"Vaativa pään, niskan tai keskushermoston diagnostinen toimenpide",901FQ,0,+,5.0,,,,N,05D02,,,,,,,,<2,N,fin
30502120200,105D212020,905Q,"Sydän- ja verisuonisairaus, vaativa diagnostinen toimenpide",905FQ,0,+,5.0,,,,N,05D22,,,,,,,,<2,N,fin
30502120400,105D212040,905S,Vaativa ääreisverenkierron diagnostinen toimenpide,905FS,0,+,5.0,,,,N,05D62,,,,,,,,<2,N,fin
30502120600,105D212060,905T,Imusuoniston diagnostinen toimenpide,905FT,0,+,5.0,,,,N,05D64,,,,,,,,<2,N,fin
30502121000,105D212100,901Q,"Vaativa pään, niskan tai keskushermoston diagnostinen toimenpide",901FQ,0,+,5.0,,,,N,90D02,,90X01,,,,,,<2,N,fin
30502121400,105D212140,906Q,"Ruuansulatuskanavan sairaus, vaativa diagnostinen toimenpide",906FQ,0,+,5.0,,,,N,90D32,,90X01,,,,,,<2,N,fin
30502121600,105D212160,908Q,"Tuki- ja liikuntaelinten sairaus, vaativa diagnostinen toimenpide",908FQ,0,+,5.0,,,,N,90D42,,90X01,,,,,,<2,N,fin
30502121800,105D212180,905S,Vaativa ääreisverenkierron diagnostinen toimenpide,905FS,0,+,5.0,,,,N,90D62,,90X01,,,,,,<2,N,fin
30502121900,105D212190,917W,Sädehoidon vaativa annossuunnittelu magneettitutkimuksella,917FW,0,+,5.0,,,,N,90D92,,90X01,,,,,,<2,N,fin
30502123000,105D212300,901P,"Pään, niskan tai keskushermoston diagnostinen toimenpide",901FP,0,+,5.0,,,,N,05D01,,,,,,,,<2,N,fin
30502123200,105D212320,905P,"Sydän- ja verisuonisairaus, diagnostinen toimenpide",905FP,0,+,5.0,,,,N,05D21,,,,,,,,<2,N,fin
30502123400,105D212340,906P,"Ruuansulatuskanavan sairaus, diagnostinen toimenpide",906FP,0,+,5.0,,,,N,05D31,,,,,,,,<2,N,fin
30502123600,105D212360,905R,Ääreisverenkierron diagnostinen toimenpide,905FR,0,+,5.0,,,,N,05D61,,,,,,,,<2,N,fin
30502123800,105D212380,910P,Endokriininen diagnostinen toimenpide,910FP,0,+,5.0,,,,N,05D11,,,,,,,,<2,N,fin
30502124000,105D212400,901P,"Pään, niskan tai keskushermoston diagnostinen toimenpide",901FP,0,+,5.0,,,,N,90D01,,90X01,,,,,,<2,N,fin
30502124200,105D212420,905P,"Sydän- ja verisuonisairaus, diagnostinen toimenpide",905FP,0,+,5.0,,,,N,90D21,,90X01,,,,,,<2,N,fin
30502124400,105D212440,906P,"Ruuansulatuskanavan sairaus, diagnostinen toimenpide",906FP,0,+,5.0,,,,N,90D31,,90X01,,,,,,<2,N,fin
30502124600,105D212460,908P,"Tuki- ja liikuntaelinten sairaus, diagnostinen toimenpide",908FP,0,+,5.0,,,,N,90D41,,90X01,,,,,,<2,N,fin
30502125200,105D212520,917V,Sädehoidon annossuunnittelu magneettitutkimuksella,917FV,0,+,5.0,,,,N,90D91,,90X01,,,,,,<2,N,fin
30502130300,105D213030,905G,"Verenkiertosairaus, erityislääkehoito",905FG,0,+,5.0,,,,N,90T01,,05X07,,,,,,<2,N,fin
30502130400,105D213040,917E,"Muu tai erilaistumaton syöpä, erityslääkehoito, lyhyt hoito",917FE,0,+,5.0,,,,N,90T01,90S01,90X01,,,,,,<2,N,fin
30502131000,105D213100,917U,Malignin sairauden lyhyt sädehoito,917FU,0,+,5.0,,,,N,90T05,,90X01,,,,,,<2,N,fin
30502140020,105D214002,905G,"Verenkiertosairaus, erityislääkehoito",905FG,0,+,5.0,,,,N,99T00,90S01,,,,,,,<2,N,fin
30502499600,105D249960,905O,"Sydän- ja verisuonisairaus, lyhyt hoito ilman merkittävää toimenpidettä",905O,0,+,5.0,,,,Z,,,,,,,,,<2,N,den/est/fin/lat
30502499900,105D249990,805O,Verenkiertoelinsairauksien pientoimenpide,805O,0,+,5.0,,,,N,,,,,,,,,<2,N,den/est/fin/lat
30600110000,106D011000,156O,"Vatsan, ruokatorven tai pohjukaissuolen toimenpide, lyhyt hoito",156O,0,+,6.0,,,,S,06S01,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600210000,106D021000,147O,"Peräsuolen resektio, lyhyt hoito",147O,0,+,6.0,,,,S,06S03,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600310000,106D031000,149O,"Laaja ohuen tai paksunsuolen leikkaus, lyhyt hoito",149O,0,+,6.0,,,,S,06S02,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600410000,106D041000,151O,"Peritoneaalisten kiinnikkeiden irroittelu, lyhyt hoito",151O,0,+,6.0,,,,S,06S04,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600510900,106D051090,153O,"Vähäinen ohut- tai paksusuolen toimenpide, lyhyt hoito",153O,0,+,6.0,,,,S,06S06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600510910,106D051091,153O,"Vähäinen ohut- tai paksusuolen toimenpide, lyhyt hoito",153O,0,+,6.0,,,,,06S06,,00X10,,,,,,<2,N,den/est/fin/ice/lat
30600511000,106D051100,167O,"Umpilisäkkeen poisto, lyhyt hoito",167O,0,+,6.0,,,,S,06S05,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600710000,106D071000,158O,"Peräaukon tai suoliavanteen leikkaus, lyhyt hoito",158O,0,+,6.0,,,,S,06S07,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30600710010,106D071001,158O,"Peräaukon tai suoliavanteen leikkaus, lyhyt hoito",158O,0,+,6.0,,,,,06S07,,00X10,,,,,,<2,N,den/est/fin/ice/lat
30600800000,106D080000,160O,"Tyräleikkaus muu kuin nivus- ja reisityrä, lyhyt hoito",160O,0,+,6.0,,,,S,06S09,,,,,,,,<2,N,fin
30600900000,106D090000,162P,"Nivus- tai reisityrän toimenpiteet, molemminpuolinen lyhyt hoito",162P,0,+,6.0,,,,S,06S08,,99X04,,,,,,<2,N,den/est/fin/ice/lat/nor
30600910000,106D091000,162O,"Nivus- ja reisityräleikkaus, toispuolinen, lyhyt hoito",162O,0,+,6.0,,,,S,06S08,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601100000,106D110000,171O,"Muu ruuansulatuskanavan leikkaus, lyhyt hoito",171O,0,+,6.0,,,,S,06S10,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601100010,106D110001,171O,"Muu ruuansulatuskanavan leikkaus, lyhyt hoito",171O,0,+,6.0,,,,,06S10,,00X10,,,,,,<2,N,fin
30601101000,106D110100,171O,"Muu ruuansulatuskanavan leikkaus, lyhyt hoito",171O,0,+,6.0,,,,S,06S20,,06X06,,,,,,<2,N,den/est/fin/ice/lat/nor
30601200000,106D120000,703O,Stentin asennus ruoansulatuskanvaan tähystyksessä,703O,0,+,6.0,,,,P,06E03,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601200100,106D120010,713O,Stentin asentaminen sappiteihin tähystyksessä,713O,0,+,6.0,,,,P,06E13,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601201000,106D120100,706O,Ruuansulatuskanavan yläosan tähystystoimenpide,706O,0,+,6.0,,,,P,06E06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601201100,106D120110,704O,Ruoansulatuskanavan tähystystoimenpide,704O,0,+,6.0,,,,P,06E04,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601201300,106D120130,707O,"Muu hoidollinen rektoskopia, lyhyt hoito",707O,0,+,6.0,,,,P,06E07,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601201311,106D1201311,707P,"Peräpukaminen kovetushoito tai sitominen, lyhyt hoito",707P,0,+,6.0,,,,,06E08,,,,,,,,<2,N,fin/est/lat
30601201400,106D120140,714O,Sappiteiden tähystystoimenpide,714O,0,+,6.0,,,,P,06E14,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601205000,106D120500,709O,Ruoansulatuskanavan tähystys,709O,0,+,6.0,,,,P,06E09,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601205003,106D120498,720P,"Ruoansulatuskanavan yhdistetty endoskopia, anestesia",720P,0,+,6.0,,,,P,06E20,,00X10,,,,,,<2,N,fin
30601205005,106D120499,720Q,Ruoansulatuskanavan yhdistetty endoskopia ilman anestesiaa,720Q,0,+,6.0,,,,P,06E20,,,,,,,,<2,N,fin
30601205077,106D120508,720P,"Ruoansulatuskanavan yhdistetty endoskopia, anestesia",720P,0,+,6.0,,,,P,06E10,06E11,00X10,,,,,,<2,N,fin
30601205085,106D120509,720Q,Ruoansulatuskanavan yhdistetty endoskopia ilman anestesiaa,720Q,0,+,6.0,,,,P,06E10,06E11,,,,,,,<2,N,fin
30601205174,106D120518,710P,"Paksusuolen tähystys, anestesia",710P,0,+,6.0,,,,P,06E10,,00X10,,,,,,<2,N,fin
30601205183,106D120519,710Q,Paksusuolen tähystys ilman anestesiaa,710Q,0,+,6.0,,,,P,06E10,,,,,,,,<2,N,fin
30601205274,106D120528,711P,"Ruoansulatuskanavan yläosan tähystys, anestesia",711P,0,+,6.0,,,,P,06E11,,00X10,,,,,,<2,N,fin
30601205283,106D120529,711Q,Ruoansulatuskanavan yläosan tähystys ilman anestesiaa,711Q,0,+,6.0,,,,P,06E11,,,,,,,,<2,N,fin
30601205400,106D120540,712O,Rektosigmoideoskopia,712O,0,+,6.0,,,,P,06E12,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30601220000,106D122000,906Q,"Ruuansulatuskanavan sairaus, vaativa diagnostinen toimenpide",906FQ,0,+,6.0,,,,N,06D32,,,,,,,,<2,N,fin
30601220200,106D122020,905S,Vaativa ääreisverenkierron diagnostinen toimenpide,905FS,0,+,6.0,,,,N,06D62,,,,,,,,<2,N,fin
30601221000,106D122100,901Q,"Vaativa pään, niskan tai keskushermoston diagnostinen toimenpide",901FQ,0,+,6.0,,,,N,90D02,,90X01,,,,,,<2,N,fin
30601221200,106D122120,905Q,"Sydän- ja verisuonisairaus, vaativa diagnostinen toimenpide",905FQ,0,+,6.0,,,,N,90D22,,90X01,,,,,,<2,N,fin
30601221400,106D122140,906Q,"Ruuansulatuskanavan sairaus, vaativa diagnostinen toimenpide",906FQ,0,+,6.0,,,,N,90D32,,90X01,,,,,,<2,N,fin
30601221600,106D122160,908Q,"Tuki- ja liikuntaelinten sairaus, vaativa diagnostinen toimenpide",908FQ,0,+,6.0,,,,N,90D42,,90X01,,,,,,<2,N,fin
30601221800,106D122180,905S,Vaativa ääreisverenkierron diagnostinen toimenpide,905FS,0,+,6.0,,,,N,90D62,,90X01,,,,,,<2,N,fin
30601222000,106D122200,905T,Imusuoniston diagnostinen toimenpide,905FT,0,+,6.0,,,,N,90D64,,90X01,,,,,,<2,,fin
30601222200,106D122220,917W,Sädehoidon vaativa annossuunnittelu magneettitutkimuksella,917FW,0,+,6.0,,,,N,90D92,,90X01,,,,,,<2,N,fin
30601223000,106D122300,906P,"Ruuansulatuskanavan sairaus, diagnostinen toimenpide",906FP,0,+,6.0,,,,N,06D31,,,,,,,,<2,N,fin
30601223200,106D122320,908P,"Tuki- ja liikuntaelinten sairaus, diagnostinen toimenpide",908FP,0,+,6.0,,,,N,06D41,,,,,,,,<2,N,fin
30601223400,106D122340,905R,Ääreisverenkierron diagnostinen toimenpide,905FR,0,+,6.0,,,,N,06D61,,,,,,,,<2,N,fin
30601224000,106D122400,901P,"Pään, niskan tai keskushermoston diagnostinen toimenpide",901FP,0,+,6.0,,,,N,90D01,,90X01,,,,,,<2,N,fin
30601224200,106D122420,905P,"Sydän- ja verisuonisairaus, diagnostinen toimenpide",905FP,0,+,6.0,,,,N,90D21,,90X01,,,,,,<2,N,fin
30601224400,106D122440,906P,"Ruuansulatuskanavan sairaus, diagnostinen toimenpide",906FP,0,+,6.0,,,,N,90D31,,90X01,,,,,,<2,N,fin
30601224600,106D122460,908P,"Tuki- ja liikuntaelinten sairaus, diagnostinen toimenpide",908FP,0,+,6.0,,,,N,90D41,,90X01,,,,,,<2,N,fin
30601224800,106D122480,910P,Endokriininen diagnostinen toimenpide,910FP,0,+,6.0,,,,N,90D11,,90X01,,,,,,<2,N,fin
30601225000,106D122500,905R,Ääreisverenkierron diagnostinen toimenpide,905FR,0,+,6.0,,,,N,90D61,,90X01,,,,,,<2,N,fin
30601225200,106D122520,917V,Sädehoidon annossuunnittelu magneettitutkimuksella,917FV,0,+,6.0,,,,N,90D91,,90X01,,,,,,<2,N,fin
30601230200,106D123020,906B,"Ruuansulatuskanavan syöpäsairaus, sytostaattihoito, lyhyt hoito",906FB,0,+,6.0,,,,N,90T01,90S01,90X01,,,,,,<2,N,fin
30601230210,106D123021,906B,"Ruuansulatuskanavan syöpäsairaus, sytostaattihoito, lyhyt hoito",906FB,0,+,6.0,,,,N,99S80,,90X01,,,,,,<2,N,fin
30601230400,106D123040,906A,"Ruuansulatuskanavan syöpäsairaus, sädehoito, lyhyt hoito",906FA,0,+,6.0,,,,N,90T06,,90X01,,,,,,<2,N,fin
30601230410,106D123041,906A,"Ruuansulatuskanavan syöpäsairaus, sädehoito, lyhyt hoito",906FA,0,+,6.0,,,,N,90T07,,90X01,,,,,,<2,N,fin
30601230420,106D123042,906A,"Ruuansulatuskanavan syöpäsairaus, sädehoito, lyhyt hoito",906FA,0,+,6.0,,,,N,90T08,,90X01,,,,,,<2,N,fin
30601230430,106D123043,906A,"Ruuansulatuskanavan syöpäsairaus, sädehoito, lyhyt hoito",906FA,0,+,6.0,,,,N,90T05,,90X01,,,,,,<2,N,fin
30601299240,106D129924,906G,"Ruuansulatuskanavan sairaus, eryistason vaativa lääkehoito, lyhyt hoito",906FG,0,+,6.0,,,,N,99T00,90S01,,,,,,,<2,N,fin
30601299600,106D129960,906O,"Ruuansulatuskanavan sairaus, lyhyt hoito ilman merkittävää toimenpidettä",906O,0,+,6.0,,,,Z,,,,,,,,,<2,N,den/est/fin/lat
30609999990,106D999999,806O,Ruoansulatuskanavan sairauksien pientoimenpide,806O,0,+,6.0,,,,N,,,,,,,,,<2,N,den/est/fin/lat
30700100000,107D010000,192O,"Haiman tai maksan leikkaus, lyhyt hoito",192O,0,+,7.0,,,,S,07S01,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700200000,107D020000,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,7.0,,,,S,07S05,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700201000,107D020100,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,7.0,,,,,07S05,,00X10,,,,,,<2,N,fin
30700202000,107D020200,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,,,07P14,,S,07S05,,,,,,,,<2,N,fin
30700510000,107D051000,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,7.0,,,,S,07S02,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700511000,107D051100,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,7.0,,,,,07S02,,00X10,,,,,,<2,N,fin
30700512000,107D051200,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,,,07P14,,S,07S02,,,,,,,,<2,N,fin
30700610000,107D061000,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,7.0,,,,S,07S03,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700611000,107D061100,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,,,07P14,,S,07S03,,,,,,,,<2,N,fin
30700710000,107D071000,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,7.0,,,,S,07S04,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30700711000,107D071100,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,,,07P14,,S,07S04,,,,,,,,<2,N,fin
30701000000,107D100000,200O,"Maksan, sappiteiden ja haiman alueen invasiivinen diagnostinen toimenpide, lyhyt hoito",200O,0,+,7.0,,,,S,07S06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701010000,107D101000,200O,"Maksan, sappiteiden ja haiman alueen invasiivinen diagnostinen toimenpide, lyhyt hoito",200O,0,+,7.0,,,,,07S06,,00X10,,,,,,<2,N,fin
30701300000,107D130000,201O,"Muu maksan ja haiman alueen toimenpide, lyhyt hoito",201O,0,+,7.0,,,,S,07S07,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701301000,107D130100,201O,"Muu maksan ja haiman alueen toimenpide, lyhyt hoito",201O,0,+,7.0,,,,,07S07,,00X10,,,,,,<2,N,fin
30701302000,107D130200,201O,"Muu maksan ja haiman alueen toimenpide, lyhyt hoito",201O,0,+,,,07P14,,S,07S07,,,,,,,,<2,N,fin
30701310000,107D131000,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,7.0,,,,S,07S08,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701311000,107D131100,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,7.0,,,,,07S08,,00X10,,,,,,<2,N,fin
30701312000,107D131200,494O,"Endoskooppinen tai laparoskooppinen sappirakon poisto tai sappirakon tai sappiteiden leikkaus, lyhyt hoito",494O,0,+,,,07P14,,S,07S08,,,,,,,,<2,N,fin
30701400000,107D140000,713O,Stentin asentaminen sappiteihin tähystyksessä,713O,0,+,7.0,,,,P,07E13,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701401000,107D140100,714O,Sappiteiden tähystystoimenpide,714O,0,+,7.0,,,,P,07E14,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701401200,107D140120,706O,Ruuansulatuskanavan yläosan tähystystoimenpide,706O,0,+,7.0,,,,P,07E06,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701406000,107D140600,715O,Sappiteiden tähystys,715O,0,+,7.0,,,,P,07E15,,,,,,,,<2,N,den/est/fin/ice/lat/nor
30701406250,107D140698,711P,"Ruoansulatuskanavan yläosan tähystys, anestesia",711P,0,+,7.0,,,,P,06E11,,00X10,,,,,,<2,N,fin
30701406500,107D140699,711Q,Ruoansulatuskanavan yläosan tähystys ilman anestesiaa,711Q,0,+,7.0,,,,P,06E11,,,,,,,,<2,N,fin
30701491000,107D149100,906Q,"Ruuansulatuskanavan sairaus, vaativa diagnostinen toimenpide",906FQ,0,+,7.0,,,,N,07D32,,,,,,,,<2,N,fin
30701491200,107D149120,905S,Vaativa ääreisverenkierron diagnostinen toimenpide,905FS,0,+,7.0,,,,N,07D62,,,,,,,,<2,N,fin
30701492000,107D149200,901Q,"Vaativa pään, niskan tai keskushermoston diagnostinen toimenpide",901FQ,0,+,7.0,,,,N,90D02,,90X01,,,,,,<2,N,fin
30701492200,107D149220,905Q,"Sydän- ja verisuonisairaus, vaativa diagnostinen toimenpide",905FQ,0,+,7.0,,,,N,90D22,,90X01,,,,,,<2,N,fin
30701492400,107D149240,906Q,"Ruuansulatuskanavan sairaus, vaativa diagnostinen toimenpide",906FQ,0,+,7.0,,,,N,90D32,,90X01,,,,,,<2,N,fin
30701492600,107D149260,908Q,"Tuki- ja liikuntaelinten sairaus, vaativa diagnostinen toimenpide",908FQ,0,+,7.0,,,,N,90D42,,90X01,,,,,,<2,N,fin
30701492800,107D149280,905S,Vaativa ääreisverenkierron diagnostinen toimenpide,905FS,0,+,7.0,,,,N,90D62,,90X01,,,,,,<2,N,fin
30701493000,107D149300,905T,Imusuoniston diagnostinen toimenpide,905FT,0,+,7.0,,,,N,90D64,,90X01,,,,,,<2,N,fin
30701493200,107D149320,917W,Sädehoidon vaativa annossuunnittelu magneettitutkimuksella,917FW,0,+,7.0,,,,N,90D92,,90X01,,,,,,<2,N,fin
30701494000,107D149400,906P,"Ruuansulatuskanavan sairaus, diagnostinen toimenpide",906FP,0,+,7.0,,,,N,07D31,,,,,,,,<2,N,fin
30701494200,107D149420,905R,Ääreisverenkierron diagnostinen toimenpide,905FR,0,+,7.0,,,,N,07D61,,,,,,,,<2,N,fin
30701494400,107D149440,901P,"Pään, niskan tai keskushermoston diagnostinen toimenpide",901FP,0,+,7.0,,,,N,90D01,,90X01,,,,,,<2,N,fin
30701494600,107D149460,905P,"Sydän- ja verisuonisairaus, diagnostinen toimenpide",905FP,0,+,7.0,,,,N,90D21,,90X01,,,,,,<2,N,fin
30701494800,107D149480,906P,"Ruuansulatuskanavan sairaus, diagnostinen toimenpide",906FP,0,+,7.0,,,,N,90D31,,90X01,,,,,,<2,N,fin
